#OBSTEMP,8
#CONFIGTEMP,19
#EQUINOX,J2000.0
#CENTRE,23 25 28.46,-22 01 22.3 #Field centre
#UTTIME,14 00 00.00 #Target observing time
#UTDATE,2021 07 10 #Target observing date
#PLATEID,a test_plateID
#LABEL,a test_label
#TILING_DATE,2021 06 16 # Date the tile was created/configured
#PROXIMITY,220 # tiling proximity value in arcseconds
"probe","ID","x","y","rads","angs","azAngs","angs_azAng","RA","DEC","g_mag","r_mag","i_mag","z_mag","y_mag","GAIA_g_mag","GAIA_bp_mag","GAIA_rp_mag","Mstar","Re","z","GAL_MU_E_R","pmRA","pmDEC","priority","MagnetX_noDC","MagnetY_noDC","type","MagnetX","MagnetY","SkyFibrePosition","fibre_type","fraction_plate_radius_X","fraction_plate_radius_Y"
11,"2388446087993842688",146.97665,90.94472,172.838299404677,0.0844143611528985,3.69569931307049,2.671900355262,352.03882,-21.636349,18.0265998840332,16.8195991516113,16.1846008300781,15.9036998748779,15.7129001617432,16.750366,17.649757,15.802941,-99,1,0,19,-3.27410331967388,0.957211671533788,1,151469.581632649,87350.0239183676,1,146976.65,90944.72,NA,"P",0.650339159292035,0.402410265486726
12,"2385401883893859584",-33.85254,-24.7277,41.9219943674153,0.545045657406487,0.630873415935174,6.1973575486509,351.21136,-22.129076,16.8619003295898,16.2070999145508,15.9464998245239,15.8401002883911,15.7411003112793,16.255184,16.772116,15.597913,-99,1,0,19,-10.8150319836315,2.53447026677732,1,-35536.3783673454,-24006.2780816329,1,-33852.54,-24727.7,NA,"P",-0.14979,-0.109414601769912
13,"2385475551172647680",-83.29331,58.73206,101.917762743301,-0.433594961143399,-0.614156202295225,0.180561241151826,350.98468,-21.770964,18.0963001251221,16.8708992004395,16.1065998077393,15.7699003219604,15.5715999603271,16.72494,17.702608,15.722382,-99,1,0,19,16.7008522389301,-16.2643512628851,1,-86766.0583673426,56927.0339183676,1,-83293.31,58732.06,NA,"P",-0.368554469026549,0.259876371681416
14,"2391466515154483328",105.03061,140.6034,175.50141061693,2.88531281746728,4.07081123053725,5.09768689410961,351.84686,-21.426878,18.6042995452881,17.8304004669189,17.4827003479004,17.3589000701904,17.2441997528076,17.906218,18.469318,17.066654,-99,1,0,19,4.9588739079116,-19.5790753826598,1,108086.62163265,134690.469918368,1,105030.61,140603.4,NA,"P",0.464737212389381,0.622138938053097
15,"2391435492605735680",-13.21165,87.60785,88.5984372172839,3.92288314165631,-1.4211197645847,5.34400290624101,351.30792,-21.647636,16.4465999603271,15.6926002502441,15.3942003250122,15.2692003250122,15.154899597168,15.738363,16.309555,15.036731,-99,1,0,19,-2.95443734491525,4.93926030733175,1,-13713.8183673429,84799.1619183678,1,-13211.65,87607.85,NA,"P",-0.0584586283185841,0.387645353982301
16,"2391432778186401792",10.06676,78.7296,79.37058380192,0.486437567935399,4.58521406838511,2.18440880672987,351.41525,-21.685392,17.2194004058838,16.267599105835,15.8649997711182,15.6878995895386,15.5607995986938,16.298882,16.99875,15.512274,-99,1,0,19,10.1611872579234,-9.41139388470403,1,10542.7616326549,76266.3059183674,1,10066.76,78729.6,NA,"P",0.044543185840708,0.348361061946903
17,"2391442089675528704",62.5476,127.95083,142.420564398014,2.99496138096643,4.25770843088009,5.02043825726593,351.65515,-21.477968,19.0564994812012,17.8887004852295,16.7793998718262,16.2730007171631,16.0242004394531,17.491037,18.739672,16.352278,-99,1,0,19,11.8917782351461,-2.67861508466082,1,64760.1616326498,123144.129918367,1,62547.6,127950.83,NA,"P",0.276759292035398,0.566154115044248
18,"2385468954102571264",-101.95539,40.22695,109.604329551139,-0.588357859032627,-0.375803116463139,6.0706305646101,350.89877,-21.850107,18.3299007415771,17.6037006378174,17.3218994140625,17.2075996398926,17.068000793457,17.666393,18.192469,16.99075,-99,1,0,19,9.75651333208727,-4.62534166237868,1,-106181.718367345,39040.7159183671,1,-101955.39,40226.95,NA,"P",-0.451130044247788,0.177995353982301
19,"2382387950723206016",0.34262,-92.06197,92.0626075491309,1.24741635624834,1.57451793321062,5.95608373021731,351.36996,-22.41685,18.6919994354248,17.5508995056152,16.9643993377686,16.6996002197266,16.5305995941162,17.50926,18.40375,16.61709,-99,1,0,19,0.922106554771334,0.522634232475606,1,307.221632649771,-89043.2020816326,1,342.62,-92061.97,NA,"P",0.00151601769911504,-0.407353849557522
20,"2382280439101664512",69.54321,-205.39097,216.84489529303,4.33507580701776,1.89726987927226,2.4378059277455,351.6848,-22.884,17.1175003051758,16.8414001464844,16.7570991516113,16.7576007843018,16.7360992431641,16.852837,17.134483,16.41876,NA,NA,NA,NA,4.28044598774871,-4.45115659611959,1,71461.0616326506,-194619.102081633,0,69543.21,-205390.97,NA,"P",0.307713318584071,-0.908809601769912
21,"2385437931554378112",-191.49503,-18.94386,192.429769906843,4.74441219347832,0.0986052906653496,4.64580690281297,350.49615,-22.10038,16.9384994506836,16.6895008087158,16.6072006225586,16.6142997741699,16.5848007202148,16.694218,16.938473,16.280228,NA,NA,NA,NA,-4.79465709566654,-22.331855191852,1,-197173.838367348,-17520.9820816329,0,-191495.03,-18943.86,NA,"P",-0.84732314159292,-0.083822389380531
NA,"Sky-A1-1",-226.46104,82.44066,NA,NA,NA,NA,350.3532046,-21.676178783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-226461.04,82440.66,1,"S",-1.00204,0.364781681415929
NA,"Sky-A1-2",-222.23219,93.24117,NA,NA,NA,NA,350.3724877,-21.631297584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-222232.19,93241.17,1,"S",-0.983328274336283,0.412571548672566
NA,"Sky-A1-3",-217.48859,103.8257,NA,NA,NA,NA,350.3940607,-21.587326365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-217488.59,103825.7,1,"S",-0.96233889380531,0.459405752212389
NA,"Sky-A1-4",-212.24121,114.16975,NA,NA,NA,NA,350.4178722,-21.544366208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-212241.21,114169.75,1,"S",-0.939120398230089,0.505175884955752
NA,"Sky-A1-5",-206.50222,124.24934,NA,NA,NA,NA,350.4438655,-21.502515944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-206502.22,124249.34,1,"S",-0.913726637168142,0.549775840707965
NA,"Sky-A1-6",-200.2849,134.04112,NA,NA,NA,NA,350.4719793,-21.461871705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-200284.9,134041.12,1,"S",-0.886216371681416,0.593102300884956
NA,"Sky-A1-7",-193.60365,143.52243,NA,NA,NA,NA,350.5021475,-21.422526688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-193603.65,143522.43,1,"S",-0.856653318584071,0.635055
NA,"Sky-A2-1",-3.01251,240.9813,NA,NA,NA,NA,351.3557367,-21.01885738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3012.51,240981.3,1,"S",-0.0133296902654867,1.0662889380531
NA,"Sky-A2-2",8.51435,238.84829,NA,NA,NA,NA,351.407219,-21.027217127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8514.35,238848.29,2,"S",0.0376741150442478,1.05685084070796
NA,"Sky-A2-3",20.16382,240.15512,NA,NA,NA,NA,351.4592111,-21.022317128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20163.82,240155.12,1,"S",0.0892204424778761,1.06263327433628
NA,"Sky-A2-4",31.16926,234.94143,NA,NA,NA,NA,351.5085039,-21.042962141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31169.26,234941.43,3,"S",0.137917079646018,1.03956384955752
NA,"Sky-A2-5",43.15344,237.10513,NA,NA,NA,NA,351.5618564,-21.034982134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43153.44,237105.13,1,"S",0.190944424778761,1.04913774336283
NA,"Sky-A2-6",54.51158,234.75423,NA,NA,NA,NA,351.6125759,-21.044733594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54511.58,234754.23,1,"S",0.241201681415929,1.03873553097345
NA,"Sky-A2-7",65.74346,231.85957,NA,NA,NA,NA,351.6627394,-21.056736317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65743.46,231859.57,1,"S",0.290900265486726,1.02592730088496
NA,"Sky-A3-1",231.67752,66.38214,NA,NA,NA,NA,352.4076231,-21.743312091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231677.52,66382.14,1,"S",1.0251217699115,0.293726283185841
NA,"Sky-A3-2",234.60313,55.15828,NA,NA,NA,NA,352.421027,-21.789963118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234603.13,55158.28,1,"S",1.03806694690265,0.244063185840708
NA,"Sky-A3-3",236.98531,43.80666,NA,NA,NA,NA,352.4320052,-21.837157468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236985.31,43806.66,1,"S",1.04860756637168,0.193834778761062
NA,"Sky-A3-4",238.81857,32.35357,NA,NA,NA,NA,352.4405304,-21.884786376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238818.57,32353.57,1,"S",1.05671933628319,0.143157389380531
NA,"Sky-A3-5",240.09865,20.82553,NA,NA,NA,NA,352.4465807,-21.932740005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240098.65,20825.53,1,"S",1.06238340707965,0.0921483628318584
NA,"Sky-A3-6",238.82392,9.1725,NA,NA,NA,NA,352.4417614,-21.981259909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238823.92,9172.5,2,"S",1.05674300884956,0.0405862831858407
NA,"Sky-A3-7",240.98869,2.34844,NA,NA,NA,NA,352.4510707,-22.009627522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240988.69,2348.44,1,"S",1.06632163716814,0.0103913274336283
NA,"Sky-A4-1",208.46721,-116.88637,NA,NA,NA,NA,352.3083213,-22.50697646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208467.21,-116886.37,2,"S",0.922421283185841,-0.517196327433628
NA,"Sky-A4-2",204.2974,-127.84223,NA,NA,NA,NA,352.2892653,-22.552397455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204297.4,-127842.23,1,"S",0.903970796460177,-0.565673584070796
NA,"Sky-A4-3",196.26726,-136.38242,NA,NA,NA,NA,352.2537549,-22.588439014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196267.26,-136382.42,2,"S",0.868439203539823,-0.60346203539823
NA,"Sky-A4-4",191.06371,-146.88677,NA,NA,NA,NA,352.2300312,-22.631952562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191063.71,-146886.77,1,"S",0.845414646017699,-0.649941460176991
NA,"Sky-A4-5",183.77509,-155.90952,NA,NA,NA,NA,352.19735,-22.66965842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183775.09,-155909.52,1,"S",0.813164115044248,-0.689865132743363
NA,"Sky-A4-6",174.59961,-163.20532,NA,NA,NA,NA,352.1565435,-22.700589253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174599.61,-163205.32,2,"S",0.772564646017699,-0.722147433628319
NA,"Sky-A4-7",167.93867,-172.85157,NA,NA,NA,NA,352.1262341,-22.740485517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167938.67,-172851.57,1,"S",0.743091460176991,-0.764829955752212
NA,"Sky-A5-1",-148.4702,-189.83588,NA,NA,NA,NA,350.6973988,-22.811680692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-148470.2,-189835.88,1,"S",-0.656947787610619,-0.839981769911504
NA,"Sky-A5-2",-157.43205,-182.47249,NA,NA,NA,NA,350.6570679,-22.780874571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157432.05,-182472.49,1,"S",-0.696601991150442,-0.807400398230088
NA,"Sky-A5-3",-166.02924,-174.68645,NA,NA,NA,NA,350.6184096,-22.748305516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-166029.24,-174686.45,1,"S",-0.734642654867257,-0.77294889380531
NA,"Sky-A5-4",-174.24185,-166.49577,NA,NA,NA,NA,350.5815138,-22.714049901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-174241.85,-166495.77,1,"S",-0.770981637168142,-0.736706946902655
NA,"Sky-A5-5",-182.05086,-157.91943,NA,NA,NA,NA,350.5464658,-22.678188144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-182050.86,-157919.43,1,"S",-0.805534778761062,-0.698758539823009
NA,"Sky-A5-6",-189.43818,-148.97731,NA,NA,NA,NA,350.5133467,-22.640804411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-189438.18,-148977.31,1,"S",-0.83822203539823,-0.659191637168142
NA,"Sky-A5-7",-196.38671,-139.6901,NA,NA,NA,NA,350.4822327,-22.601986233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-196386.71,-139690.1,1,"S",-0.868967743362832,-0.61809778761062
NA,"Sky-H1-1",-181.17025,158.92893,NA,NA,NA,NA,350.5581933,-21.358616117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-181170.25,158928.93,1,"S",-0.801638274336283,0.703225353982301
NA,"Sky-H1-2",-173.31368,167.46173,NA,NA,NA,NA,350.5935561,-21.323231874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-173313.68,167461.73,1,"S",-0.766874690265487,0.74098110619469
NA,"Sky-H1-3",-165.05567,175.60663,NA,NA,NA,NA,350.6306898,-21.289464585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-165055.67,175606.63,1,"S",-0.73033482300885,0.777020486725664
NA,"Sky-H1-4",-159.66038,187.1485,NA,NA,NA,NA,350.6560669,-21.24256579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-159660.38,187148.5,0,"S",-0.70646185840708,0.828090707964602
NA,"Sky-H1-5",-147.4127,190.65822,NA,NA,NA,NA,350.7099222,-21.22708586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-147412.7,190658.22,1,"S",-0.652268584070796,0.843620442477876
NA,"Sky-H1-6",-138.06861,197.53006,NA,NA,NA,NA,350.7518381,-21.198616918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-138068.61,197530.06,1,"S",-0.610923053097345,0.874026814159292
NA,"Sky-H1-7",-126.27344,200.55927,NA,NA,NA,NA,350.804015,-21.185279227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-126273.44,200559.27,3,"S",-0.55873203539823,0.887430398230089
NA,"Sky-H1-8",-118.44464,209.88551,NA,NA,NA,NA,350.8397815,-21.1474479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118444.64,209885.51,1,"S",-0.524091327433628,0.928696946902655
NA,"Sky-H2-1",-100.81652,218.89973,NA,NA,NA,NA,350.918699,-21.110132553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100816.52,218899.73,1,"S",-0.446090796460177,0.968582876106195
NA,"Sky-H2-2",-90.16757,223.49692,NA,NA,NA,NA,350.9663416,-21.091108347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90167.57,223496.92,1,"S",-0.398971548672566,0.988924424778761
NA,"Sky-H2-3",-79.30977,227.57641,NA,NA,NA,NA,351.0148985,-21.074230954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79309.77,227576.41,1,"S",-0.350928185840708,1.00697526548673
NA,"Sky-H2-4",-67.70168,229.21056,NA,NA,NA,NA,351.0666047,-21.067014974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67701.68,229210.56,2,"S",-0.299564955752212,1.01420601769912
NA,"Sky-H2-5",-57.06862,234.14576,NA,NA,NA,NA,351.1143101,-21.047065017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-57068.62,234145.76,1,"S",-0.252516017699115,1.03604318584071
NA,"Sky-H2-6",-45.73679,236.62039,NA,NA,NA,NA,351.1649384,-21.036838262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-45736.79,236620.39,1,"S",-0.20237517699115,1.04699287610619
NA,"Sky-H2-7",-34.01436,236.56716,NA,NA,NA,NA,351.217204,-21.036593884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34014.36,236567.16,2,"S",-0.150506017699115,1.04675734513274
NA,"Sky-H2-8",-22.78326,239.92079,NA,NA,NA,NA,351.2674571,-21.023213677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22783.26,239920.79,1,"S",-0.100810884955752,1.0615964159292
NA,"Sky-H3-1",184.61356,154.91577,NA,NA,NA,NA,352.1949039,-21.375731883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184613.56,154915.77,1,"S",0.816874159292035,0.685468008849557
NA,"Sky-H3-2",191.8534,145.85382,NA,NA,NA,NA,352.227469,-21.413324932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191853.4,145853.82,1,"S",0.848908849557522,0.645370884955752
NA,"Sky-H3-3",198.64884,136.45402,NA,NA,NA,NA,352.2580679,-21.452326579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198648.84,136454.02,1,"S",0.878977168141593,0.603778849557522
NA,"Sky-H3-4",204.98415,126.73816,NA,NA,NA,NA,352.2866293,-21.492647386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204984.15,126738.16,1,"S",0.907009513274336,0.560788318584071
NA,"Sky-H3-5",210.84465,116.72873,NA,NA,NA,NA,352.3130862,-21.534194968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210844.65,116728.73,1,"S",0.93294092920354,0.516498805309734
NA,"Sky-H3-6",216.21677,106.44891,NA,NA,NA,NA,352.3373764,-21.576874032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216216.77,106448.91,1,"S",0.956711371681416,0.471012876106195
NA,"Sky-H3-7",221.08806,95.92253,NA,NA,NA,NA,352.3594425,-21.62058653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221088.06,95922.53,1,"S",0.978265752212389,0.424435973451327
NA,"Sky-H3-8",225.44672,85.17533,NA,NA,NA,NA,352.3792297,-21.665226412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225446.72,85175.33,1,"S",0.99755185840708,0.376881991150442
NA,"Sky-H4-1",237.99111,-21.937,NA,NA,NA,NA,352.4388476,-22.110842648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237991.11,-21937,2,"S",1.05305800884956,-0.0970663716814159
NA,"Sky-H4-2",236.66,-33.36235,NA,NA,NA,NA,352.4331665,-22.158458594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236660,-33362.35,2,"S",1.04716814159292,-0.147621017699115
NA,"Sky-H4-3",236.74552,-45.08459,NA,NA,NA,NA,352.4332735,-22.207167366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236745.52,-45084.59,1,"S",1.04754654867257,-0.199489336283186
NA,"Sky-H4-4",234.30213,-56.42319,NA,NA,NA,NA,352.4225863,-22.25442305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234302.13,-56423.19,1,"S",1.03673508849558,-0.249660132743363
NA,"Sky-H4-5",231.31601,-67.6311,NA,NA,NA,NA,352.4094478,-22.30114758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231316.01,-67631.1,1,"S",1.02352216814159,-0.299252654867257
NA,"Sky-H4-6",227.79409,-78.68236,NA,NA,NA,NA,352.3938863,-22.347232352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227794.09,-78682.36,1,"S",1.00793845132743,-0.34815203539823
NA,"Sky-H4-7",223.74453,-89.55136,NA,NA,NA,NA,352.3759358,-22.392570102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223744.53,-89551.36,1,"S",0.990020044247788,-0.396244955752212
