#OBSTEMP,8
#CONFIGTEMP,19
#EQUINOX,J2000.0
#CENTRE,23 25 16.41,-22 02 11.0 #Field centre
#UTTIME,14 00 00.00 #Target observing time
#UTDATE,2021 07 10 #Target observing date
#PLATEID,a test_plateID
#LABEL,350_m20_comissioning_within_half_radius Tile 005
#TILING_DATE,2021 06 16 # Date the tile was created/configured
#PROXIMITY,220 # tiling proximity value in arcseconds
"probe","ID","x","y","rads","angs","azAngs","angs_azAng","RA","DEC","g_mag","r_mag","i_mag","z_mag","y_mag","GAIA_g_mag","GAIA_bp_mag","GAIA_rp_mag","Mstar","Re","z","GAL_MU_E_R","pmRA","pmDEC","priority","MagnetX_noDC","MagnetY_noDC","type","MagnetX","MagnetY","SkyFibrePosition","fibre_type","fraction_plate_radius_X","fraction_plate_radius_Y"
1,"2385480533334459648",-77.25468,92.99788,120.90033608885,-0.0507291769466232,-0.877605630481936,0.826876453535313,350.96353,-21.638813,17.2758007049561,16.3379993438721,15.8940000534058,15.7007999420166,15.5423002243042,16.35221,17.058512,15.535585,-99,1,0,19,0.314093404272473,-0.868328995959256,1,-80191.9951020462,89849.9713469388,1,-77254.68,92997.88,NA,"P",-0.341834867256637,0.411495044247788
2,"2388426709101333760",176.94868,45.48555,182.701315300533,0.993171249777394,3.39320025292484,3.88315630403214,352.12457,-21.84223,18.9965000152588,17.7604999542236,16.5862998962402,16.0748996734619,15.8128004074097,17.314589,18.629723,16.157368,-99,1,0,19,-10.9261376691638,-23.5822796083159,1,182203.044897957,43877.7293469384,1,176948.68,45485.55,NA,"P",0.782958761061947,0.201263495575221
3,"2385465762942482432",-97.53044,18.62563,99.2930048870035,-0.765579306431876,-0.18870037552275,5.70630637627046,350.868,-21.955969,16.7098999023438,16.0058994293213,15.7358999252319,15.6071996688843,15.510199546814,16.06431,16.586164,15.377553,-99,1,0,19,-5.71630177283716,0.139737212064584,1,-101781.775102045,18172.7153469386,1,-97530.44,18625.63,NA,"P",-0.431550619469027,0.0824142920353982
4,"2391494415262058880",33.454,157.57973,161.091717424804,2.87347797283263,4.50319602700748,4.65346725300474,351.47134,-21.367228,18.3281993865967,17.2747001647949,16.7329998016357,16.5091991424561,16.3388996124268,17.254032,18.092358,16.37523,-99,1,0,19,8.30142028652552,-13.0347985930105,1,34573.0648979552,151228.181346938,1,33454,157579.73,NA,"P",0.148026548672566,0.697255442477876
5,"2385395497276804864",-16.14348,-57.07978,59.3187426650195,-0.462433231710962,1.29517169267382,4.52558038279481,351.2433,-22.281384,18.705099105835,17.5559005737305,16.8031997680664,16.4650993347168,16.2381992340088,17.642332,18.357983,16.381079,-99,1,0,19,-1.16094968227,-7.80089305775294,1,-16963.9751020496,-55371.0746530613,1,-16143.48,-57079.78,NA,"P",-0.0714313274336283,-0.252565398230089
6,"2382347165713634304",-0.80377,-160.97408,160.976086665254,-1.06761363767584,1.56580320417342,3.64976846533032,351.31427,-22.719479,18.3838996887207,17.6387004852295,17.3213005065918,17.1891002655029,17.0823001861572,17.69801,18.245993,16.963634,-99,1,0,19,11.9670120765419,-7.05279511056212,1,-924.755102039398,-154380.544653061,1,-803.77,-160974.08,NA,"P",-0.00355650442477876,-0.712274690265487
7,"2391449232206408832",151.3431,111.88633,188.210745597798,-0.00320881300933706,3.77820358054595,2.5017729136243,352.00607,-21.562555,18.5839004516602,17.7103996276855,17.355899810791,17.1963996887207,17.0655002593994,17.7724,18.38925,16.995668,-99,1,0,19,2.82649726243257,-5.04828017428436,1,155422.044897961,107084.279346939,1,151343.1,111886.33,NA,"P",0.669659734513274,0.495072256637168
8,"2385420094554584192",-53.81872,25.5086,59.5578986902527,-0.552505398901194,-0.442609757041978,6.17328966532037,351.06924,-21.926643,18.6044006347656,17.9013996124268,17.5951995849609,17.4573001861572,17.3570003509521,17.953268,18.484777,17.255163,-99,1,0,19,7.76104153892189,-8.56007618338404,1,-56301.535102049,24800.3913469389,1,-53818.72,25508.6,NA,"P",-0.23813592920354,0.112869911504425
9,"2385421606383031680",-31.07214,11.3584,33.0830943948658,2.0314312867956,-0.350459519989588,2.38189080678519,351.17413,-21.987421,18.2966003417969,17.4277000427246,17.084400177002,16.9370994567871,16.7999992370605,17.496866,18.058046,16.716667,-99,1,0,19,14.5101897984413,2.52407809608047,1,-32596.3951020464,11064.5633469383,1,-31072.14,11358.4,NA,"P",-0.137487345132743,0.050258407079646
10,"2382370362832546944",48.36781,-125.76926,134.749218198636,4.44297259320019,1.93793565046859,2.50503694273159,351.54126,-22.57199,16.2567005157471,15.4832000732422,15.1958999633789,15.0725002288818,14.963399887085,15.543128,16.116308,14.841535,-99,1,0,19,14.3639086559584,-13.8533139626165,1,50374.9848979608,-121048.030653061,1,48367.81,-125769.26,NA,"P",0.21401685840708,-0.556501150442478
