#OBSTEMP,8
#CONFIGTEMP,19
#EQUINOX,J2000.0
#CENTRE,23 25 40.52,-21 49 03.2 #Field centre
#UTTIME,14 00 00.00 #Target observing time
#UTDATE,2021 07 10 #Target observing date
#PLATEID,a test_plateID
#LABEL,350_m20_comissioning_within_half_radius Tile 000
#TILING_DATE,2021 06 16 # Date the tile was created/configured
#PROXIMITY,220 # tiling proximity value in arcseconds
"probe","ID","x","y","rads","angs","azAngs","angs_azAng","RA","DEC","g_mag","r_mag","i_mag","z_mag","y_mag","GAIA_g_mag","GAIA_bp_mag","GAIA_rp_mag","Mstar","Re","z","GAL_MU_E_R","pmRA","pmDEC","priority","MagnetX_noDC","MagnetY_noDC","type","MagnetX","MagnetY","SkyFibrePosition","fibre_type","fraction_plate_radius_X","fraction_plate_radius_Y"
11,"2391446655225626496",106.0442,30.4471,110.32859217832,3.88564747823161,3.4211887453009,0.464458732930707,351.90698,-21.686728,19.1798000335693,17.9612007141113,17.1573009490967,16.7987003326416,16.613899230957,17.799397,18.85617,16.789232,-99,1,0,19,1.90593878876114,-16.4431052153964,1,110319.778367342,29567.6768571429,1,106044.2,30447.1,NA,"P",0.469222123893805,0.134721681415929
12,"2385372510612470784",-56.91957,-116.15293,129.349683403439,-0.0921940814761779,1.11514850066801,5.0758427250354,351.15613,-22.312557,18.6513004302979,17.6777000427246,17.24880027771,17.0445003509521,16.9067001342773,17.709171,18.442476,16.89696,-99,1,0,19,6.96038779986331,-5.46504917429325,1,-59372.3216326482,-111869.677142858,1,-56919.57,-116152.93,NA,"P",-0.251856504424779,-0.513951017699115
13,"2385399311208401024",-61.00811,-101.20166,118.168377633476,4.52445391256562,1.02829337233023,3.49616054023539,351.137,-22.249456,17.0393009185791,16.2742004394531,15.9330997467041,15.7693004608154,15.6746997833252,16.31236,16.915264,15.574285,-99,1,0,19,-1.50595606402,-2.58940990407395,1,-63695.7016326523,-97608.8511428571,1,-61008.11,-101201.66,NA,"P",-0.269947389380531,-0.447794955752212
14,"2391500844828117632",-99.26281,84.78763,130.545193898944,-0.402147841606666,-0.706911826122027,0.304763984515361,350.96402,-21.455286,17.9361000061035,17.1481990814209,16.7936992645264,16.6644992828369,16.5270004272461,17.239416,17.787073,16.412716,-99,1,0,19,11.919097201094,10.631248482458,1,-102789.181632651,81873.5688571424,1,-99262.81,84787.63,NA,"P",-0.439215973451327,0.375166504424779
15,"2388415885783750784",128.58436,-4.1998,128.652928286338,4.19217535124127,3.10894243459368,1.0832329166476,352.00974,-21.834473,17.044900894165,16.3425998687744,16.0177001953125,15.875599861145,15.7716999053955,16.374111,16.94925,15.656526,-99,1,0,19,-1.78384491269441,-2.97251786699437,1,133543.538367353,-3822.69314285725,1,128584.36,-4199.8,NA,"P",0.568957345132743,-0.018583185840708
16,"2382367644117819264",-38.8721,-145.68429,150.781141099323,-0.309671067153875,1.31004682852487,4.66346741150084,351.23962,-22.436808,19.0431003570557,17.7985000610352,17.0144004821777,16.6569995880127,16.4778003692627,17.651564,18.694336,16.646235,-99,1,0,19,3.95572950702948,0.196714289774075,1,-40503.581632652,-139950.403142857,1,-38872.1,-145684.29,NA,"P",-0.172000442477876,-0.644620752212389
17,"2385395875234558848",-32.41627,-100.75689,105.843117127119,3.89445808737228,1.25952706436655,2.63493102300573,351.26874,-22.248404,19.076000213623,17.8568000793457,16.8048992156982,16.3283996582031,16.0848999023438,17.497562,18.71048,16.386368,-99,1,0,19,10.2107366446585,-0.354418929543777,1,-33922.461632657,-97371.0991428576,1,-32416.27,-100756.89,NA,"P",-0.14343482300885,-0.445826946902655
18,"2382393379561914112",0.72352,-113.84754,113.84983902159,4.00234776395091,1.57715140710401,2.42519635684689,351.4219,-22.303957,18.5946998596191,17.5627002716064,17.0769996643066,16.8561000823975,16.698299407959,17.573055,18.339071,16.722095,-99,1,0,19,3.75729343770935,-12.6831280428079,1,691.698367346135,-109926.077142858,1,723.52,-113847.54,NA,"P",0.00320141592920354,-0.50375017699115
19,"2391445521354317056",25.10687,78.03273,81.9723238199931,3.07866587114746,4.4011012658458,4.96074991248125,351.5347,-21.483143,18.6562995910645,17.5384998321533,16.9393997192383,16.6609992980957,16.4862995147705,17.494541,18.377533,16.569965,-99,1,0,19,7.18608886185487,-23.2597732510308,1,26184.4983673445,75577.8868571429,1,25106.87,78032.73,NA,"P",0.111092345132743,0.345277566371681
20,"2388338958624288768",132.87204,-118.47505,178.02055074138,4.44726259432538,2.41341128867201,2.03385130565337,351.79593,-22.550415,16.9395999908447,16.4517993927002,16.255500793457,16.1798992156982,16.1285991668701,16.482887,16.89087,15.902657,NA,NA,NA,NA,4.36572026770231,-14.8190454374409,1,85222.4783673472,-165625.585142858,0,82656.38,-173898.07,NA,"P",0.365736194690265,-0.769460486725664
21,"2382329779686091648",82.65638,-173.89807,192.542504150199,0.56243276444751,2.01450173202316,4.83111633960394,352.02628,-22.317602,17.5953998565674,17.1177005767822,16.9146003723145,16.8446998596191,16.7737998962402,17.144869,17.554037,16.575857,NA,NA,NA,NA,-2.57126231918759,-5.06702819989379,1,137281.578367344,-113009.847142858,0,132872.04,-118475.05,NA,"P",0.587929380530973,-0.524225884955752
NA,"Sky-A1-1",-226.46104,82.44066,NA,NA,NA,NA,350.4048784,-21.470917611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-226461.04,82440.66,1,"S",-1.00204,0.364781681415929
NA,"Sky-A1-2",-222.23219,93.24117,NA,NA,NA,NA,350.4241312,-21.426035078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-222232.19,93241.17,1,"S",-0.983328274336283,0.412571548672566
NA,"Sky-A1-3",-217.48859,103.8257,NA,NA,NA,NA,350.4456709,-21.382062405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-217488.59,103825.7,1,"S",-0.96233889380531,0.459405752212389
NA,"Sky-A1-4",-212.24121,114.16975,NA,NA,NA,NA,350.4694461,-21.339100687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-212241.21,114169.75,1,"S",-0.939120398230089,0.505175884955752
NA,"Sky-A1-5",-206.50222,124.24934,NA,NA,NA,NA,350.4954003,-21.297248767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-206502.22,124249.34,1,"S",-0.913726637168142,0.549775840707965
NA,"Sky-A1-6",-200.2849,134.04112,NA,NA,NA,NA,350.5234722,-21.256602791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-200284.9,134041.12,1,"S",-0.886216371681416,0.593102300884956
NA,"Sky-A1-7",-193.60365,143.52243,NA,NA,NA,NA,350.553596,-21.217255973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-193603.65,143522.43,1,"S",-0.856653318584071,0.635055
NA,"Sky-A2-1",-3.01251,240.9813,NA,NA,NA,NA,351.4059966,-20.813560392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3012.51,240981.3,1,"S",-0.0133296902654867,1.0662889380531
NA,"Sky-A2-2",8.5856,240.84715,NA,NA,NA,NA,351.4577081,-20.814135524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8585.6,240847.15,1,"S",0.0379893805309735,1.0656953539823
NA,"Sky-A2-3",20.16382,240.15512,NA,NA,NA,NA,351.5093298,-20.817020131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20163.82,240155.12,1,"S",0.0892204424778761,1.06263327433628
NA,"Sky-A2-4",31.69534,238.90682,NA,NA,NA,NA,351.5607443,-20.822207516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31695.34,238906.82,1,"S",0.140244867256637,1.05710982300885
NA,"Sky-A2-5",43.15344,237.10513,NA,NA,NA,NA,351.6118347,-20.829685807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43153.44,237105.13,1,"S",0.190944424778761,1.04913774336283
NA,"Sky-A2-6",54.51158,234.75423,NA,NA,NA,NA,351.6624848,-20.839437846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54511.58,234754.23,1,"S",0.241201681415929,1.03873553097345
NA,"Sky-A2-7",65.19784,229.9353,NA,NA,NA,NA,351.7103155,-20.858937352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65197.84,229935.3,2,"S",0.288486017699115,1.01741283185841
NA,"Sky-A3-1",229.75476,65.83122,NA,NA,NA,NA,352.4483647,-21.540238579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229754.76,65831.22,2,"S",1.01661398230089,0.291288584070796
NA,"Sky-A3-2",234.60313,55.15828,NA,NA,NA,NA,352.469772,-21.584699448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234603.13,55158.28,1,"S",1.03806694690265,0.244063185840708
NA,"Sky-A3-3",236.98531,43.80666,NA,NA,NA,NA,352.4807308,-21.631894589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236985.31,43806.66,1,"S",1.04860756637168,0.193834778761062
NA,"Sky-A3-4",238.81857,32.35357,NA,NA,NA,NA,352.4892401,-21.679524139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238818.57,32353.57,1,"S",1.05671933628319,0.143157389380531
NA,"Sky-A3-5",240.09865,20.82553,NA,NA,NA,NA,352.4952778,-21.727478255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240098.65,20825.53,1,"S",1.06238340707965,0.0921483628318584
NA,"Sky-A3-6",240.82258,9.24926,NA,NA,NA,NA,352.4988277,-21.775646149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240822.58,9249.26,1,"S",1.06558663716814,0.0409259292035398
NA,"Sky-A3-7",240.98869,2.34844,NA,NA,NA,NA,352.4997551,-21.804366218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240988.69,2348.44,1,"S",1.06632163716814,0.0103913274336283
NA,"Sky-A4-1",208.46721,-116.88637,NA,NA,NA,NA,352.3571749,-22.3017075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208467.21,-116886.37,2,"S",0.922421283185841,-0.517196327433628
NA,"Sky-A4-2",204.2974,-127.84223,NA,NA,NA,NA,352.3381436,-22.347127526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204297.4,-127842.23,1,"S",0.903970796460177,-0.565673584070796
NA,"Sky-A4-3",197.90977,-137.52377,NA,NA,NA,NA,352.3096107,-22.387563631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197909.77,-137523.77,1,"S",0.875706946902655,-0.608512256637168
NA,"Sky-A4-4",191.06371,-146.88677,NA,NA,NA,NA,352.2789917,-22.426679641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191063.71,-146886.77,1,"S",0.845414646017699,-0.649941460176991
NA,"Sky-A4-5",183.77509,-155.90952,NA,NA,NA,NA,352.2463565,-22.464383928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183775.09,-155909.52,1,"S",0.813164115044248,-0.689865132743363
NA,"Sky-A4-6",176.06079,-164.57115,NA,NA,NA,NA,352.21178,-22.50058831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176060.79,-164571.15,1,"S",0.779030044247788,-0.72819092920354
NA,"Sky-A4-7",167.93867,-172.85157,NA,NA,NA,NA,352.1753419,-22.535207816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167938.67,-172851.57,1,"S",0.743091460176991,-0.764829955752212
NA,"Sky-A5-1",-148.4702,-189.83588,NA,NA,NA,NA,350.7486383,-22.606402593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-148470.2,-189835.88,1,"S",-0.656947787610619,-0.839981769911504
NA,"Sky-A5-2",-157.43205,-182.47249,NA,NA,NA,NA,350.7083662,-22.575598249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157432.05,-182472.49,1,"S",-0.696601991150442,-0.807400398230088
NA,"Sky-A5-3",-166.02924,-174.68645,NA,NA,NA,NA,350.6697639,-22.543030987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-166029.24,-174686.45,1,"S",-0.734642654867257,-0.77294889380531
NA,"Sky-A5-4",-174.24185,-166.49577,NA,NA,NA,NA,350.6329212,-22.508777165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-174241.85,-166495.77,1,"S",-0.770981637168142,-0.736706946902655
NA,"Sky-A5-5",-180.53997,-156.60881,NA,NA,NA,NA,350.6043153,-22.467853721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-180539.97,-156608.81,2,"S",-0.798849424778761,-0.692959336283186
NA,"Sky-A5-6",-189.43818,-148.97731,NA,NA,NA,NA,350.5648511,-22.435535194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-189438.18,-148977.31,1,"S",-0.83822203539823,-0.659191637168142
NA,"Sky-A5-7",-196.38671,-139.6901,NA,NA,NA,NA,350.5337809,-22.396718709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-196386.71,-139690.1,1,"S",-0.868967743362832,-0.61809778761062
NA,"Sky-H1-1",-181.17025,158.92893,NA,NA,NA,NA,350.6095602,-21.153342221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-181170.25,158928.93,1,"S",-0.801638274336283,0.703225353982301
NA,"Sky-H1-2",-171.8753,166.07192,NA,NA,NA,NA,350.6508485,-21.123397672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-171875.3,166071.92,2,"S",-0.76051017699115,0.734831504424779
NA,"Sky-H1-3",-163.68583,174.14922,NA,NA,NA,NA,350.6876414,-21.089889275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-163685.83,174149.22,2,"S",-0.724273584070796,0.770571769911504
NA,"Sky-H1-4",-156.41534,183.34477,NA,NA,NA,NA,350.7207159,-21.052111878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-156415.34,183344.77,1,"S",-0.692103274336283,0.811260044247788
NA,"Sky-H1-5",-147.4127,190.65822,NA,NA,NA,NA,350.7610726,-21.021804406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-147412.7,190658.22,1,"S",-0.652268584070796,0.843620442477876
NA,"Sky-H1-6",-136.92273,195.8907,NA,NA,NA,NA,350.8076817,-20.999737336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-136922.73,195890.7,2,"S",-0.605852787610619,0.866773008849558
NA,"Sky-H1-7",-128.4047,203.94434,NA,NA,NA,NA,350.8461903,-20.966764728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-128404.7,203944.34,1,"S",-0.568162389380531,0.902408584070796
NA,"Sky-H1-8",-118.44464,209.88551,NA,NA,NA,NA,350.8907499,-20.94216117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118444.64,209885.51,1,"S",-0.524091327433628,0.928696946902655
NA,"Sky-H2-1",-100.81652,218.89973,NA,NA,NA,NA,350.9695579,-20.904843149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100816.52,218899.73,1,"S",-0.446090796460177,0.968582876106195
NA,"Sky-H2-2",-90.16757,223.49692,NA,NA,NA,NA,351.0171347,-20.885817523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90167.57,223496.92,1,"S",-0.398971548672566,0.988924424778761
NA,"Sky-H2-3",-79.30977,227.57641,NA,NA,NA,NA,351.0656247,-20.868938832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79309.77,227576.41,1,"S",-0.350928185840708,1.00697526548673
NA,"Sky-H2-4",-68.26826,231.12877,NA,NA,NA,NA,351.1149172,-20.854245408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68268.26,231128.77,1,"S",-0.302071946902655,1.02269367256637
NA,"Sky-H2-5",-57.06862,234.14576,NA,NA,NA,NA,351.1648999,-20.841770708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-57068.62,234145.76,1,"S",-0.252516017699115,1.03604318584071
NA,"Sky-H2-6",-45.73679,236.62039,NA,NA,NA,NA,351.2154588,-20.831543083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-45736.79,236620.39,1,"S",-0.20237517699115,1.04699287610619
NA,"Sky-H2-7",-34.29902,238.54693,NA,NA,NA,NA,351.2664788,-20.823585738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34299.02,238546.93,1,"S",-0.151765575221239,1.05551738938053
NA,"Sky-H2-8",-22.78326,239.92079,NA,NA,NA,NA,351.3178374,-20.817917237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22783.26,239920.79,1,"S",-0.100810884955752,1.0615964159292
NA,"Sky-H3-1",184.61356,154.91577,NA,NA,NA,NA,352.2439962,-21.170454714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184613.56,154915.77,1,"S",0.816874159292035,0.685468008849557
NA,"Sky-H3-2",191.8534,145.85382,NA,NA,NA,NA,352.2765136,-21.208049465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191853.4,145853.82,1,"S",0.848908849557522,0.645370884955752
NA,"Sky-H3-3",198.64884,136.45402,NA,NA,NA,NA,352.3070672,-21.24705278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198648.84,136454.02,1,"S",0.878977168141593,0.603778849557522
NA,"Sky-H3-4",204.98415,126.73816,NA,NA,NA,NA,352.335586,-21.287375204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204984.15,126738.16,1,"S",0.907009513274336,0.560788318584071
NA,"Sky-H3-5",210.84465,116.72873,NA,NA,NA,NA,352.3620029,-21.328924338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210844.65,116728.73,1,"S",0.93294092920354,0.516498805309734
NA,"Sky-H3-6",216.21677,106.44891,NA,NA,NA,NA,352.3862559,-21.371604874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216216.77,106448.91,1,"S",0.956711371681416,0.471012876106195
NA,"Sky-H3-7",221.08806,95.92253,NA,NA,NA,NA,352.4082878,-21.415318752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221088.06,95922.53,1,"S",0.978265752212389,0.424435973451327
NA,"Sky-H3-8",225.44672,85.17533,NA,NA,NA,NA,352.4280437,-21.459959908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225446.72,85175.33,1,"S",0.99755185840708,0.376881991150442
NA,"Sky-H4-1",237.99111,-21.937,NA,NA,NA,NA,352.4875413,-21.905580758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237991.11,-21937,2,"S",1.05305800884956,-0.0970663716814159
NA,"Sky-H4-2",238.64054,-33.64155,NA,NA,NA,NA,352.4901729,-21.954228585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238640.54,-33641.55,1,"S",1.05593159292035,-0.148856415929204
NA,"Sky-H4-3",236.74552,-45.08459,NA,NA,NA,NA,352.4819674,-22.001905311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236745.52,-45084.59,1,"S",1.04754654867257,-0.199489336283186
NA,"Sky-H4-4",234.30213,-56.42319,NA,NA,NA,NA,352.4712919,-22.049160411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234302.13,-56423.19,1,"S",1.03673508849558,-0.249660132743363
NA,"Sky-H4-5",231.31601,-67.6311,NA,NA,NA,NA,352.4581688,-22.095884208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231316.01,-67631.1,1,"S",1.02352216814159,-0.299252654867257
NA,"Sky-H4-6",227.79409,-78.68236,NA,NA,NA,NA,352.4426264,-22.141968108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227794.09,-78682.36,1,"S",1.00793845132743,-0.34815203539823
NA,"Sky-H4-7",223.74453,-89.55136,NA,NA,NA,NA,352.4246986,-22.187304855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223744.53,-89551.36,1,"S",0.990020044247788,-0.396244955752212
