#OBSTEMP,8
#CONFIGTEMP,19
#EQUINOX,J2000.0
#CENTRE,23 25 16.41,-21 58 21.4 #Field centre
#UTTIME,14 00 00.00 #Target observing time
#UTDATE,2021 07 10 #Target observing date
#PLATEID,a test_plateID
#LABEL,350_m20_comissioning_within_half_radius Tile 004
#TILING_DATE,2021 06 16 # Date the tile was created/configured
#PROXIMITY,220 # tiling proximity value in arcseconds
"probe","ID","x","y","rads","angs","azAngs","angs_azAng","RA","DEC","g_mag","r_mag","i_mag","z_mag","y_mag","GAIA_g_mag","GAIA_bp_mag","GAIA_rp_mag","Mstar","Re","z","GAL_MU_E_R","pmRA","pmDEC","priority","MagnetX_noDC","MagnetY_noDC","type","MagnetX","MagnetY","SkyFibrePosition","fibre_type","fraction_plate_radius_X","fraction_plate_radius_Y"
1,"2382344661748257280",9.36517,-170.38243,170.639616917742,4.39953217067066,1.62570665798699,2.77382551268367,351.36096,-22.694326,18.375,17.3633003234863,16.9130992889404,16.7205009460449,16.5809001922607,17.398537,18.132254,16.562637,-99,1,0,19,-1.39835412145028,-11.6603702029626,1,9627.18489795054,-163105.901918368,1,9365.17,-170382.43,NA,"P",0.0414388053097345,-0.753904557522124
2,"2385491876343673472",-94.86025,75.0186,120.939064722787,-0.806925852073505,-0.669126155254897,6.14538561036098,350.88254,-21.651638,17.3610992431641,16.4466991424561,16.0912990570068,15.9327001571655,15.8138999938965,16.506777,17.142677,15.741824,-99,1,0,19,20.8703766217291,-4.26568872761878,1,-98495.735102043,72541.5860816328,1,-94860.25,75018.6,NA,"P",-0.419735619469027,0.331940707964602
3,"2391421813134501120",81.95244,51.8401,96.9721526520042,3.59128347868041,3.70561221699503,6.16885656886496,351.69647,-21.750237,18.2189998626709,16.9920997619629,16.0552005767822,15.6381998062134,15.4256000518799,16.718447,17.838583,15.651692,-99,1,0,19,5.78483096072121,-8.78621176736472,1,85452.4448979504,50258.2120816328,1,81952.44,51840.1,NA,"P",0.362621415929203,0.229380973451327
4,"2391499122546260864",12.6118,166.35264,166.830028274917,0.250704431496787,4.6367200880606,1.89716965061577,351.3762,-21.266977,17.5599002838135,16.5363006591797,16.0492992401123,15.8420000076294,15.6913995742798,16.539248,17.286083,15.677573,-99,1,0,19,4.67185445236372,-18.4509529242741,1,13071.4248979518,159474.972081632,1,12611.8,166352.64,NA,"P",0.0558044247787611,0.736073628318584
5,"2382397605809747840",70.73415,-65.79952,96.6069190506193,1.20410035008278,2.39232098591812,5.09496467134424,351.64554,-22.254042,18.128999710083,16.9710006713867,16.3920993804932,16.1301002502441,15.9813995361328,16.945192,17.775948,16.036846,-99,1,0,19,-1.59621047635153,-16.6048744340429,1,73942.2648979518,-63601.7179183672,1,70734.15,-65799.52,NA,"P",0.31298296460177,-0.291148318584071
6,"2388414167796590848",153.09044,10.58865,153.456190257077,4.31793149729279,3.21064865194218,1.10728284535062,352.02002,-21.926197,18.6296005249023,17.6329002380371,17.1749992370605,16.9669990539551,16.7996006011963,17.660955,18.385792,16.805248,-99,1,0,19,0.473836831611035,-5.68374739960131,1,158574.744897953,10491.2520816328,1,153090.44,10588.65,NA,"P",0.677391327433628,0.0468524336283186
7,"2385369551379933184",-51.75601,-98.16726,110.975202216656,1.95549639390873,1.0856084625122,0.869887931396528,351.07877,-22.392015,18.6861000061035,17.6221008300781,17.1415004730225,16.9277000427246,16.7626991271973,17.64103,18.433735,16.792212,-99,1,0,19,0.547252877892336,-75.8378545183339,1,-54147.7551020398,-94783.6159183677,1,-51756.01,-98167.26,NA,"P",-0.22900889380531,-0.434368407079646
8,"2385480327176027776",-74.01107,74.98996,105.361912394121,3.28158822264469,-0.791967755011328,4.07355597765602,350.9777,-21.651363,18.305700302124,17.5741996765137,17.264799118042,17.1364994049072,17.0112991333008,17.621264,18.160015,16.905767,-99,1,0,19,-8.26079387575095,-3.38022383641248,1,-76989.5751020382,72603.7360816325,1,-74011.07,74989.96,NA,"P",-0.327482610619469,0.331813982300885
9,"2385469130196868480",-79.17994,29.34064,84.4413172209742,0.173657347777712,-0.354869303456772,0.528526651234484,350.95282,-21.846472,17.5799999237061,16.4402008056641,15.8882999420166,15.6337003707886,15.4720001220703,16.42691,17.2414,15.523751,-99,1,0,19,0.655293228164375,1.57167152206332,1,-82612.4551020502,28509.1020816328,1,-79179.94,29340.64,NA,"P",-0.350353716814159,0.129825840707965
10,"2385362095316665984",-77.50627,-137.38641,157.741077535311,-1.12969050713868,1.05715584623591,4.09633895380499,350.9615,-22.555614,18.6865997314453,17.5004005432129,16.8631992340088,16.588399887085,16.4190006256104,17.455366,18.344917,16.50008,-99,1,0,19,6.48457670467504,-10.2337307769117,1,-80650.7751020441,-131756.989918367,1,-77506.27,-137386.41,NA,"P",-0.342948097345133,-0.607904469026549
