# Robot File 
# Label, 350_m20_comissioning_within_half_radius Tile 2
# Date and Time file was created/configured: 16-June-21 16:56:48
# Radial Offset Adjustment, -9999
# Radial offset is in millimetre(mm) with +ve values actioning radial outward movement 
# and -ve values actioning radial inward movement of the magnets. 
# Temp1, -9999
# Temp2, -9999
# Temp1 is the temperature the distortion code assumed the field would be observed at, 
# and Temp2 is the actual temperature it is going to be observed at in degrees C. 
# Radial Scale factor, 1.0
# Radial scale factor is thermal coefficient of invar times temperature difference 
# applied radially relative to the plate centre.

Magnet,Label,Center_x,Center_y,rot_holdingPosition,rot_platePlacing,order,Pickup_option,Magnet_title,rePosition_magnets,ID,Index,Hexabundle,rectMag_inputOrientation
circular_magnet,Gre,287.4101137401559,436.50842180613233,90,252.87101540010352,1,TR,Gre08,[R05_R08_R14],2388415168523999744,8,NA,0.439826871282016
circular_magnet,Yel,343.32544215642577,450.8738169887015,270,95.24814042163263,2,TL,Yel01,[0],2388396128933877248,1,NA,0.982932358837278
circular_magnet,Blu,254.76537146083282,284.3885671951941,90,168.17038678070543,2,TR,Blu02,[0],2391434148280592896,2,NA,4.52568824372712
circular_magnet,Yel,416.09584247428484,170.494505691929,90,56.22465424657781,2,TR,Yel03,[0],2385368280069613568,3,NA,4.4432528730872
circular_magnet,Gre,221.91565096522476,214.60617639042556,90,141.57276250801974,2,TR,Gre04,[0],2385482771013001728,4,NA,0.502851548484572
circular_magnet,Gre,323.18391063000814,435.44339182418287,90,267.33056685281815,2,TR,Gre05,[0],2388399805425924096,5,NA,0.769030716941569
circular_magnet,Gre,464.1594315086079,326.36595574540144,90,348.9133249759117,2,TR,Gre06,[0],2382370255457668096,6,NA,5.80864852797503
circular_magnet,Gre,432.3328167039795,250.6678909434926,270,205.6229806346321,2,TL,Gre07,[0],2382367197441207296,7,NA,0.778958754720713
circular_magnet,Gre,424.8347159397754,267.51022175442137,90,18.82804087691497,2,TR,Gre09,[0],2382367575398347264,9,NA,0.652343367060763
circular_magnet,Gre,252.13432060588633,248.2464529777071,270,326.2348207270111,2,TL,Gre10,[0],2385477032936687104,10,NA,1.0122548426769
circular_magnet,Yel,167.04659985403663,244.25032577859716,270,341.0686508400456,2,TL,Yel11,[0],2391509262964054016,11,NA,1.15981737397294
circular_magnet,Blu,364.11055806919376,277.06992509810823,90,33.47075089110593,2,TR,Blu12,[0],2385398761452656128,12,NA,4.58960538343146
circular_magnet,Gre,338.1105648385668,395.7866907482253,90,275.1128981524463,2,TR,Gre13,[0],2388405509142316032,13,NA,4.38661859337601
circular_magnet,Gre,317.2551680870976,414.5117859433972,270,83.90585413093089,2,TL,Gre14,[0],2388412552888548352,14,NA,1.24812755848293
circular_magnet,Gre,404.5293996150132,395.695858261583,90,308.0752913784884,2,TR,Gre15,[0],2382380872617135104,15,NA,4.81199204720962
circular_magnet,Blu,239.5255916482663,319.7464551778943,90,192.35266261247313,2,TR,Blu16,[0],2391438958643976192,16,NA,5.18763476498104
circular_magnet,Blu,384.53802439927864,318.99821883363296,90,340.9579342373978,2,TR,Blu17,[0],2382396819831144448,17,NA,5.84020210301093
circular_magnet,Blu,282.10010525396905,333.8399943715127,270,35.54512304805084,2,TL,Blu18,[0],2391418209657328128,18,NA,2.25115698289773
circular_magnet,Gre,209.43929901653868,251.90373554291594,270,338.1839331755202,2,TL,Gre19,[0],2391488677185490944,19,NA,0.941605097950577
circular_magnet,Mag,506.72950849304107,192.12747163420357,270,211.33782034495997,2,TL,Mag20,[0],2382261957857678848,20,NA,1.69318606846494
circular_magnet,Mag,410.6893506196998,490.8518940382454,270,113.0482481364055,2,TL,Mag21,[0],2388329745918987264,21,NA,1.94802245827718
circular_magnet,Yel,416.28578670801863,129.95951184295353,90,62.95433152890142,2,TR,Yel22,[0],-999999,22,NA,4.36822568567401
circular_magnet,Yel,289.2900976610296,140.72971037260427,90,104.16168285261715,2,TR,Yel23,[0],-999999,23,NA,5.34678810581733
circular_magnet,Mag,179.40815766435034,438.33046525782197,90,222.67012691144933,2,TR,Mag24,[0],-999999,24,NA,2.42613147431517
