# Robot File 
# Label, 350_m20_comissioning_within_half_radius Tile 1
# Date and Time file was created/configured: 16-June-21 16:56:34
# Radial Offset Adjustment, -9999
# Radial offset is in millimetre(mm) with +ve values actioning radial outward movement 
# and -ve values actioning radial inward movement of the magnets. 
# Temp1, -9999
# Temp2, -9999
# Temp1 is the temperature the distortion code assumed the field would be observed at, 
# and Temp2 is the actual temperature it is going to be observed at in degrees C. 
# Radial Scale factor, 1.0
# Radial scale factor is thermal coefficient of invar times temperature difference 
# applied radially relative to the plate centre.

Magnet,Label,Center_x,Center_y,rot_holdingPosition,rot_platePlacing,order,Pickup_option,Magnet_title,rePosition_magnets,ID,Index,Hexabundle,rectMag_inputOrientation
circular_magnet,Blu,280.07556455190155,296.09355761705893,270,355.5221987101096,1,TL,Blu01,[0],2391432017976811008,1,NA,1.49615709976123
circular_magnet,Gre,449.5463941218003,292.68842368805593,90,3.49069680756169,1,TR,Gre02,[0],2382377062981538816,2,NA,0.12987875883489
circular_magnet,Yel,386.7268867796056,151.19562638682456,90,68.95861340027153,1,TR,Yel03,[0],2385392950361860096,3,NA,4.61412091855077
circular_magnet,Blu,279.8163940184459,341.94556639423456,90,220.155410715703,1,TR,Blu04,[0],2391425283468359680,4,NA,5.80385839872671
circular_magnet,Gre,400.42286389614145,232.40052723413032,270,223.62455425143986,1,TL,Gre05,[0],2385396833012263936,5,NA,1.17250158636358
circular_magnet,Gre,297.42531123875676,414.6419527513457,90,254.37806538007518,1,TR,Gre06,[0],2388439525283766272,6,NA,0.511772976820125
circular_magnet,Blu,395.6059768972493,265.02860920135146,90,27.88788592794971,1,TR,Blu07,[0],2385397661941026304,7,NA,4.69281682189095
circular_magnet,Gre,423.15387341030646,207.9666983164705,270,224.51308688077833,1,TL,Gre08,[0],2385372235734637568,8,NA,1.38456819486917
circular_magnet,Gre,359.89983565551734,395.43521940387177,270,107.67930931755882,1,TL,Gre09,[0],2388399839785348096,9,NA,0.955305572028673
circular_magnet,Yel,206.97869109833653,202.8839613881184,270,321.6070648593813,1,TL,Yel10,[0],2391502734613726208,10,NA,0.997034750226667
circular_magnet,Yel,470.1737265870162,188.80273474807086,270,218.33410401172335,1,TL,Yel11,[0],2385362576353008640,11,NA,1.58538787817371
circular_magnet,Gre,223.13579942849566,307.7407380948711,90,184.14121635745806,1,TR,Gre12,[0],2391445658793276416,12,NA,4.60155397872351
circular_magnet,Gre,316.74353319561857,410.29464158920325,270,83.38624621175364,1,TL,Gre13,[0],2388414962365570048,13,NA,3.9084684305131
circular_magnet,Gre,214.47748724652814,258.90564147426426,90,160.33092025009492,1,TR,Gre14,[0],2391495141111578624,14,NA,4.70315769344234
circular_magnet,Blu,344.3497970880851,213.16261373968945,90,80.27227982428197,1,TR,Blu15,[0],2385416624220969984,15,NA,5.37684202813432
circular_magnet,Blu,378.67748788168126,291.2050454097912,90,10.087413971954021,1,TR,Blu16,[0],2382401866417328128,16,NA,4.17384895155025
circular_magnet,Gre,410.57294174164485,370.3157388796037,270,139.0689179673083,1,TL,Gre17,[0],2388386989243317760,17,NA,1.57917357071508
circular_magnet,Gre,425.49889096269885,349.0750195381723,90,332.9130687236812,1,TR,Gre18,[0],2382384450325325824,18,NA,5.44951439102618
circular_magnet,Gre,261.3381182851852,218.80083143544584,90,130.02110946501608,1,TR,Gre19,[0],2391483145267518464,19,NA,0.238156015827959
circular_magnet,Mag,426.85298276084535,483.3807304525769,270,117.97210594955408,1,TL,Mag20,[0],2388330020796947456,20,NA,2.00042921637824
circular_magnet,Mag,512.091869300417,411.4924492201983,90,328.5872413590473,1,TR,Mag21,[0],2382312462377593856,21,NA,4.53546349837267
circular_magnet,Yel,204.01927561198215,415.4126902866314,90,222.601865812337,1,TR,Yel22,[0],-999999,22,NA,5.30183025471881
circular_magnet,Mag,453.6003472527075,460.9262227642647,90,307.6294308892628,1,TR,Mag23,[0],-999999,23,NA,4.36286102674921
circular_magnet,Yel,450.8081343137745,197.60573227686305,90,40.15487060139507,1,TR,Yel24,[0],-999999,24,NA,4.22150051673126
circular_magnet,Mag,142.04565093653886,238.41649108091414,270,341.8165695579823,1,TL,Mag25,[0],-999999,25,NA,1.76005518522661
circular_magnet,Yel,230.93428241177511,435.63808143030917,270,54.00216246007841,1,TL,Yel26,[0],-999999,26,NA,2.20481611872102
circular_magnet,Yel,269.20586448959557,124.7173676782406,90,108.9908118055063,1,TR,Yel27,[0],-999999,27,NA,2.45164217077749
rectangular_magnet,R01,280.16499744875387,268.92916785393726,180,179.79871140525745,1,I,R01,[0],2391432017976811008,1,A,1.49615709976123
rectangular_magnet,R02,476.64180118457864,294.5537293426273,180,86.049192077925,1,I,R02,[0],2382377062981538816,2,B,0.12987875883489
rectangular_magnet,R03,360.51819745111237,143.97734026191029,180,-105.41104139571422,1,I,R03,[0],2385392950361860096,3,C,4.61412091855077
rectangular_magnet,R04,269.48582641021255,367.0485453201989,180,-22.38118042289358,1,I,R04,[0],2391425283468359680,4,D,5.80385839872671
rectangular_magnet,R05,425.36306185520937,243.26668378158917,180,66.44516188041297,1,I,R05,[0],2385396833012263936,5,I,1.17250158636358
rectangular_magnet,R06,278.2378599989886,433.8638707618917,180,315.0556337394355,1,I,R06,[0],2388439525283766272,6,J,0.511772976820125
rectangular_magnet,R07,382.4145620499699,241.22945194496555,180,-150.99071199439788,1,I,R07,[0],2385397661941026304,7,K,4.69281682189095
rectangular_magnet,R08,445.46380847265533,223.47491798848438,180,55.183172866728,1,I,R08,[0],2385372235734637568,8,L,1.38456819486917
rectangular_magnet,R09,343.5252833237806,417.1310712796544,180,322.944331894985,1,I,R09,[0],2388399839785348096,9,M,0.955305572028673
rectangular_magnet,R10,209.58616682914516,175.834811115227,180,174.48118164351308,1,I,R10,[0],2391502734613726208,10,N,0.997034750226667
rectangular_magnet,R11,486.7187438545128,210.35626869432977,180,37.49806970116907,1,I,R11,[0],2385362576353008640,11,O,1.58538787817371
