probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,pmRA,pmDEC,Re,GAL_MU_E_R,Mstar,priority,remaining_observations,Tile_number,COMPLETED,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyFibrePosition,fibre_type,fraction_plate_radius_X,fraction_plate_radius_Y,grads,gangs,gazAngs,gangs_gazAng
1.0,2382337995959015040,-37.1465,-175.41592,179.305904676049,-1.06809558163468,1.36211675073764,3.85297297480726,351.29303,-22.794483,16.9918003082275,16.1728000640869,15.8544998168945,15.7292995452881,15.6110000610352,16.232368,16.824743,15.505235,7.6318475220404,9.66311638109532,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-38619.1106122442,-167623.037714286,1.0,-37146.5,-175415.92,NA,P,-0.164365044247788,-0.776176637168142,NA,NA,NA,NA
2.0,2385491876343673472,-127.19105,94.16737,158.256300894528,3.19984776720314,-0.637303944623682,3.83715171182682,350.88254,-21.651638,17.3610992431641,16.4466991424561,16.0912990570068,15.9327001571655,15.8138999938965,16.506777,17.142677,15.741824,20.8703766217291,-4.26568872761878,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-131389.85061224,90659.9322857146,1.0,-127191.05,94167.37,NA,P,-0.562792256637168,0.416669778761062,NA,NA,NA,NA
3.0,2391502734613726464,-85.27816,153.79309,175.854141562642,0.353814069668865,-1.06450532672707,1.41831939639594,351.07626,-21.400997,18.4682006835938,17.8246002197266,17.5625991821289,17.4379997253418,17.320499420166,17.882627,18.433983,17.190617,-1.50845579158169,-2.64811220612623,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-87609.1306122435,147304.798285714,1.0,-85278.16,153793.09,NA,P,-0.377336991150443,0.680500398230089,NA,NA,NA,NA
4.0,2391469263933562112,55.54115,153.85067,163.569092443442,2.98443817773303,4.36594232828685,4.90168115662577,351.71756,-21.39967,18.8110008239746,17.7908000946045,17.3714008331299,17.169900894165,17.0421009063721,17.8264,18.580988,17.00623,-2.21072835934816,-3.06878254805644,1.0,19.0,-99.0,1.0,1.0,-999.0,False,57324.6693877568,147604.700285714,1.0,55541.15,153850.67,NA,P,0.245757300884956,0.680755176991151,NA,NA,NA,NA
5.0,2391449232206408832,118.75893,115.37377,165.574123155636,3.11075935018315,3.91253352781322,5.48141112954952,352.00607,-21.562555,18.5839004516602,17.7103996276855,17.355899810791,17.1963996887207,17.0655002593994,17.7724,18.38925,16.995668,2.82649726243257,-5.04828017428436,1.0,19.0,-99.0,1.0,1.0,-999.0,False,122527.929387764,110792.690285714,1.0,118758.93,115373.77,NA,P,0.525481991150442,0.510503407079646,NA,NA,NA,NA
6.0,2385475551172647680,-104.24698,65.84141,123.298516251853,-0.47599951679166,-0.563324573202283,0.0873250564106227,350.98468,-21.770964,18.0963001251221,16.8708992004395,16.1065998077393,15.7699003219604,15.5715999603271,16.72494,17.702608,15.722382,16.7008522389301,-16.2643512628851,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-108306.210612236,63692.2562857144,1.0,-104246.98,65841.41,NA,P,-0.46126982300885,0.291333672566372,NA,NA,NA,NA
7.0,2391418209657328128,24.12894,54.39121,59.503020686245,3.47072651173309,4.29485467579932,5.45905714311335,351.57568,-21.819237,18.3430995941162,17.7073993682861,17.4190998077393,17.357400894165,17.2145004272461,17.791643,18.258633,17.067993,-3.00280624189495,-9.91086024707467,1.0,19.0,-99.0,1.0,1.0,-999.0,False,25259.7893877535,52782.558285714,1.0,24128.94,54391.21,NA,P,0.106765221238938,0.24066907079646,NA,NA,NA,NA
8.0,2391438958643976192,9.91035,96.91636,97.421742300023,3.22793639640228,4.6104864451905,4.90063525839136,351.50983,-21.637728,18.974100112915,17.7563991546631,16.7968997955322,16.3806991577148,16.1270008087158,17.48162,18.663565,16.412132,8.8423086978791,8.32563700912958,1.0,19.0,-99.0,1.0,1.0,-999.0,False,10377.6893877637,93803.5922857144,1.0,9910.35,96916.36,NA,P,0.0438511061946903,0.428833451327434,NA,NA,NA,NA
9.0,2388419768434151552,93.97446,61.22679,112.160237811783,3.61228819087864,3.71903978071357,6.17643371734466,351.89682,-21.79056,19.12619972229,17.9862995147705,17.3551998138428,17.090799331665,16.88330078125,17.942373,18.753935,17.0119,-1.0400080745398,-5.05442850734557,1.0,19.0,-99.0,1.0,1.0,-999.0,False,97837.4293877566,59263.5602857144,1.0,93974.46,61226.79,NA,P,0.415816194690266,0.270915,NA,NA,NA,NA
10.0,2388399805425924224,125.46653,13.36107,126.175942008712,4.18667206402019,3.24768393120116,0.938988132819026,352.0414,-21.994837,17.1375999450684,16.2458000183105,15.8731002807617,15.7327995300293,15.5946998596191,16.28562,16.93848,15.514439,-11.0486764796863,-0.950602755186481,1.0,19.0,-99.0,1.0,1.0,-999.0,False,130512.509387761,13096.9582857141,1.0,125466.53,13361.07,NA,P,0.555161637168142,0.0591197787610619,NA,NA,NA,NA
11.0,2382261816123739136,-122.3953,-173.40544,212.249984885002,2.73573884576952,0.956166246043757,1.77957259972576,350.90573,-22.7801,18.1025009155273,17.0781002044678,16.5776996612549,16.361499786377,16.1998996734619,17.077723,17.834259,16.227045,27.9381808011169,-2.07097941775362,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-126148.91061224,-164372.479714286,1.0,-122395.3,-173405.44,NA,P,-0.541572123893805,-0.767280707964602,NA,NA,NA,NA
12.0,2385404460874259328,-2.03999,-10.37305,10.5717418386281,-0.567173854110793,1.37661194650782,4.33939950656097,351.45435,-22.097692,18.5904998779297,17.7898998260498,17.4382991790771,17.2985000610352,17.17799949646,17.841677,18.487274,17.083288,3.11993162387048,0.576641678437693,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-2160.79061224661,-10148.2717142854,1.0,-2039.99,-10373.05,NA,P,-0.0090265044247787,-0.0458984513274336,NA,NA,NA,NA
13.0,2385392503685276416,-154.39443,-20.73214,155.780170894772,-1.27107539075076,0.133481903593628,4.8786280128352,350.75528,-22.139286,18.6944007873535,17.7007999420166,17.270299911499,17.0746994018555,16.9552001953125,17.748308,18.441267,16.930058,-16.6823025550485,-9.42894430083464,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-160150.610612235,-19548.5157142854,1.0,-154394.43,-20732.14,NA,P,-0.683161194690265,-0.0917351327433628,NA,NA,NA,NA
14.0,2385372235734637824,-79.73593,-62.76079,101.472830326098,-0.987487962710755,0.666830395278905,4.62886694918993,351.09473,-22.320932,17.8567008972168,16.7117004394531,16.1718997955322,15.938099861145,15.7847995758057,16.69877,17.50673,15.802766,0.828201671977452,-16.6961837029558,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-83434.9106122353,-60600.5117142856,1.0,-79735.93,-62760.79,NA,P,-0.352813849557522,-0.277702610619469,NA,NA,NA,NA
15.0,2382380872617134848,85.81269,-67.83758,109.388093617599,4.03257535894104,2.47265230325408,1.55992305568695,351.8605,-22.342339,17.7674007415771,16.5548992156982,15.6012001037598,15.1856002807617,14.9618997573853,16.27186,17.434332,15.207109,1.50496924863887,0.168902000065175,1.0,19.0,-99.0,1.0,1.0,-999.0,False,89629.1093877591,-65438.4937142856,1.0,85812.69,-67837.58,NA,P,0.379702168141593,-0.300166283185841,NA,NA,NA,NA
16.0,2382327138281652864,101.41529,-111.06333,150.399881371207,0.847814130352901,2.31081854885548,4.820180888677,351.93057,-22.524336,17.9722003936768,17.4365997314453,16.261100769043,15.6983995437622,15.3713998794556,16.920288,17.85195,15.825025,4.43632457803852,-6.22761795025399,1.0,19.0,-99.0,1.0,1.0,-999.0,False,105464.929387756,-106569.815714286,1.0,101415.29,-111063.33,NA,P,0.448740221238938,-0.491430663716814,NA,NA,NA,NA
17.0,2385365428211739392,-157.06208,-107.41199,190.278302939895,-1.397165221522,0.599826672236917,4.28619341342066,350.74588,-22.504463,18.7329006195068,17.5280990600586,16.3855991363525,15.8529996871948,15.5749998092651,17.103634,18.391628,15.9485035,-22.554112085302,8.48988770860577,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-162275.010612241,-102078.517714286,1.0,-157062.08,-107411.99,NA,P,-0.694964955752212,-0.475274292035398,NA,NA,NA,NA
