#OBSTEMP,8
#CONFIGTEMP,19
#EQUINOX,J2000.0
#CENTRE,17 59 15.57,-21 50 54.3 #Field centre
#UTTIME,12 00 00.00 #Target observing time
#UTDATE,2021 07 10 #Target observing date
#PLATEID,a test_plateID
#LABEL,a test_label
#TILING_DATE,2021 06 07 # Date the tile was created/configured
#PROXIMITY,220 # tiling proximity value in arcseconds
"probe","ID","x","y","rads","angs","azAngs","angs_azAng","RA","DEC","g_mag","r_mag","i_mag","z_mag","y_mag","GAIA_g_mag","GAIA_bp_mag","GAIA_rp_mag","pmRA","pmDEC","priority","remaining_observations","Tile_number","COMPLETED","MagnetX_noDC","MagnetY_noDC","type","MagnetX","MagnetY","Position","fibre_type","fraction_plate_radius_X","fraction_plate_radius_Y"
1,"4070984790282744960",-67.71359,184.61511,196.641473527331,0.510075178025742,-1.21924943839621,1.72932461642196,269.509,-21.069359,18.931999206543,17.1149997711182,16.0806007385254,15.444299697876,15.0492000579834,16.713707,18.10972,15.425173,-2.76433587278449,-1.41797070140818,1,1,-999,"False",-69128.4483146071,176069.431483147,1,-67713.59,184615.11,NA,"P",-0.299617654867257,0.816881017699115
2,"4070335597311874560",-37.62134,-3.49979,37.7837763258214,1.73829657852437,0.0927597582847968,1.64553682023957,269.64053,-21.863352,16.1508007049561,15.4623003005981,15.1232995986938,14.9196996688843,14.8662996292114,15.454114,16.00446,14.73155,1.03328746992539,-4.08830492016785,1,1,-999,"False",-39402.6683146204,-3372.98651685325,1,-37621.34,-3499.79,NA,"P",-0.16646610619469,-0.015485796460177
3,"4069918573150199296",105.17549,-95.84264,142.294396723517,0.891157556211874,2.40258907584994,4.77175378754152,270.29825,-22.255575,19.4265995025635,17.9270000457764,17.0249004364014,16.4934997558594,16.1322002410889,17.633173,18.835001,16.490458,0.0177153542788998,-1.3628927958885,1,1,-999,"False",109242.051685389,-92015.3845168535,1,105175.49,-95842.64,NA,"P",0.465378274336283,-0.424082477876106
4,"4069935649940338176",91.49761,-54.56057,106.530129233175,1.20675821828641,2.6038937877402,4.88604973772579,270.23703,-22.081276,17.3736000061035,16.0990009307861,15.3760004043579,14.9345998764038,14.6921997070313,15.903248,16.928326,14.84932,-4.47315379161629,-2.99011027917322,1,1,-999,"False",95406.3316853906,-52623.8105168541,1,91497.61,-54560.57,NA,"P",0.404856681415929,-0.241418451327434
5,"4069551125789971712",14.33735,-115.25952,116.147822001331,1.17234838347768,1.69455252612246,5.76098116453481,269.88095,-22.34066,15.4540996551514,14.7503004074097,14.4055995941162,14.2204999923706,14.1010999679565,14.748309,15.316155,14.023906,2.88305714758054,-3.66946846024562,1,1,-999,"False",14932.2516853861,-111244.594516853,1,14337.35,-115259.52,NA,"P",0.0634396017699115,-0.509997876106195
6,"4070377447478356480",-78.91177,-2.71308,78.9583956753131,-0.780680854240469,0.0343676455942381,5.46813680734488,269.45047,-21.85958,18.3012008666992,16.979700088501,16.1490001678467,15.6557998657227,15.3245000839233,16.741936,17.891983,15.651445,-0.0450771482329345,-0.547871273900903,1,1,-999,"False",-82356.2283146114,-2520.51451685293,1,-78911.77,-2713.08,NA,"P",-0.349167123893805,-0.0120047787610619
7,"4070746741609407232",107.33135,107.41977,151.851986090651,3.20464061695984,3.92740254939173,5.56042337474769,270.3051,-21.391083,18.7630004882813,17.6469993591309,17.0202007293701,16.6347999572754,16.3528995513916,17.527184,18.47086,16.566387,-0.335212927718276,-1.95649143783298,1,1,-999,"False",110790.151685385,103359.807483147,1,107331.35,107419.77,NA,"P",0.474917477876106,0.475308716814159
8,"4069971379750551936",146.50149,19.71918,147.822639105424,4.14697458235713,3.27538905288349,0.871585529473638,270.4859,-21.763329,19.2777996063232,17.8904991149902,17.1613006591797,16.8031997680664,16.5680999755859,17.796486,18.854507,16.725454,1.15988816508617,-3.79631214924905,1,1,-999,"False",151650.951685393,19232.211483146,1,146501.49,19719.18,NA,"P",0.648236681415929,0.0872530088495575
9,"4070820653739752320",-24.60243,194.49191,196.041787936534,2.78732465474782,-1.44496871422531,4.23229336897313,269.7039,-21.027897,18.4167003631592,16.9374008178711,16.0408000946045,15.5079002380371,15.0996999740601,16.626554,17.905367,15.463948,-0.722621545575734,-1.62316276109349,1,1,-999,"False",-25081.0483146158,185439.843483147,1,-24602.43,194491.91,NA,"P",-0.108860309734513,0.860583672566372
10,"4069941800324672000",88.02417,-29.13459,92.720433770863,0.917266884815591,2.82195800659834,4.37849418539684,270.2214,-21.9728,18.5751991271973,17.5048999786377,16.9258003234863,16.5676002502441,16.2870006561279,17.47372,18.295763,16.274021,-0.410453963848373,-2.16927824045522,1,1,-999,"False",91873.9516853934,-28108.2345168534,1,88024.17,-29134.59,NA,"P",0.389487477876106,-0.128914115044248
11,"4070293918948068224",-148.14148,-102.31349,180.038741199139,2.4459178173326,0.60442126006381,1.84149655726879,269.13773,-22.27959,19.4407005310059,17.8134994506836,16.8166999816895,16.2143993377686,15.8732004165649,17.465778,18.88841,16.281036,-3.26660627861111,1.92820134313699,1,1,-999,"False",-153035.468314616,-97442.7745168532,1,-148141.48,-102313.49,NA,"P",-0.655493274336283,-0.452714557522124
12,"4070596074164371968",-156.28711,94.91971,182.853526350017,3.19291072527738,-0.545800473121067,3.73871119839845,269.10498,-21.445406,17.392599105835,16.502799987793,14.7042999267578,13.585599899292,12.9622001647949,15.360262,18.023588,13.850424,-6.93282789937749,-9.47997353586085,1,1,-999,"False",-160436.968314621,91082.8094831469,1,-156287.11,94919.71,NA,"P",-0.691535884955752,0.419998716814159
13,"4070356552437350272",-144.22926,-11.0141,144.649195777085,-1.1772429962285,0.0762172979749112,5.02972501297618,269.1535,-21.893835,19.3677997589111,17.2159004211426,16.0130004882813,15.2462997436523,14.7974004745483,16.664814,18.251791,15.281754,2.3133455476143,1.1498956472851,1,1,-999,"False",-149471.448314609,-10262.1445168533,1,-144229.26,-11014.1,NA,"P",-0.638182566371681,-0.0487349557522124
14,"4069925651257312000",110.65135,-51.38412,122.00020100392,3.9403220581555,2.70684601987463,1.23347603828086,270.32434,-22.067024,17.8749008178711,16.888500213623,16.2052993774414,15.8551998138428,15.6020002365112,16.694838,17.576147,15.74604,-0.139082378412599,-0.643439961735442,1,1,-999,"False",115138.391685391,-49402.8585168535,1,110651.35,-51384.12,NA,"P",0.489607743362832,-0.227363362831858
15,"4070792062101504128",-26.67472,156.8502,159.102249912182,2.94691846856994,-1.40234305345846,4.3492615220284,269.69354,-21.182137,17.6662998199463,16.5338001251221,15.8627004623413,15.3994998931885,15.1267004013062,16.3737,17.336561,15.352798,-0.180881483974302,-2.1615045388717,1,1,-999,"False",-27422.4083146139,150581.603483146,1,-26674.72,156850.2,NA,"P",-0.118029734513274,0.694027433628319
16,"4069510856177952896",9.97595,-181.61616,181.889936916664,4.10956253872215,1.62566994092387,2.48389259779828,269.86035,-22.615932,16.4785003662109,15.6940002441406,15.3145999908447,15.0895004272461,14.9468002319336,15.682209,16.316395,14.917446,-1.07798241792907,-0.840722585058647,1,1,-999,"False",10276.6516853857,-173456.066516854,1,9975.95,-181616.16,NA,"P",0.0441413716814159,-0.803611327433628
17,"4069948294325038720",98.99029,-8.2027,99.3295615694245,4.03880978409947,3.05891785126878,0.979891932830694,270.27145,-21.883,18.2047004699707,16.9426002502441,16.2439002990723,15.8165998458862,15.5401000976563,16.797493,17.816141,15.766099,-1.97127255815865,-3.16977554561366,1,1,-999,"False",103185.251685393,-7813.43451685408,1,98990.29,-8202.7,NA,"P",0.438010132743363,-0.0362951327433628
18,"4069481478603733120",93.13612,-183.87804,206.120038916395,0.424733700138528,2.03963859620552,4.66828041111259,270.23892,-22.621128,15.1223001480103,14.6119003295898,14.4028997421265,14.3055000305176,14.210000038147,14.617039,15.040713,14.025425,-0.037292080363542,-2.25143446632426,1,1,-999,"False",95833.4716853912,-174630.362516853,1,93136.12,-183878.04,NA,"P",0.412106725663717,-0.813619646017699
19,"4069871775184523648",158.2127,-97.74821,185.973038367109,4.53625299074899,2.5881674822914,1.94808550845758,270.5366,-22.259731,16.388599395752,15.5334997177124,15.0586996078491,14.7299003601074,14.4597997665405,15.457224,16.192022,14.604433,-2.23174238720234,-3.62698635475055,1,1,-999,"False",163109.151685394,-92954.6405168532,1,158212.7,-97748.21,NA,"P",0.700056194690266,-0.432514203539823
20,"4070718497904347904",54.23591,57.39067,78.9634278421156,3.51608306999536,3.95524502376731,5.84402335340763,269.39322,-22.037567,17.5510997772217,17.3871994018555,17.4083003997803,17.4951992034912,17.6007995605469,17.386822,17.494452,17.031782,1.85349963441014,-1.71233861269308,1,NA,NA,"",-95294.7283146009,-42745.5765168541,0,-91320.08,-44342.11,NA,"P",-0.404071150442478,-0.196204026548673
21,"4070326522008971648",-91.32008,-44.34211,101.516401287962,5.29821889080547,0.452035505883724,4.84618338492174,270.06494,-21.60233,16.5198993682861,16.2612991333008,16.1679992675781,16.1026992797852,16.0648002624512,16.190025,16.426561,15.75585,-9.85335751054797,-5.68201640729068,1,NA,NA,"",56513.9916853848,55617.9854831469,0,54235.91,57390.67,NA,"P",0.239981902654867,0.253941017699115
NA,"Sky-A1-1",-226.46104,82.44066,NA,NA,NA,NA,268.8010594,-21.501713867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-226461.04,82440.66,1,"S",-1.00204,0.364781681415929
NA,"Sky-A1-2",-222.23219,93.24117,NA,NA,NA,NA,268.8202937,-21.456836988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-222232.19,93241.17,1,"S",-0.983328274336283,0.412571548672566
NA,"Sky-A1-3",-217.48859,103.8257,NA,NA,NA,NA,268.8418145,-21.412870146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-217488.59,103825.7,1,"S",-0.96233889380531,0.459405752212389
NA,"Sky-A1-4",-212.24121,114.16975,NA,NA,NA,NA,268.8655705,-21.36991442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-212241.21,114169.75,1,"S",-0.939120398230089,0.505175884955752
NA,"Sky-A1-5",-206.50222,124.24934,NA,NA,NA,NA,268.8915053,-21.328068645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-206502.22,124249.34,1,"S",-0.913726637168142,0.549775840707965
NA,"Sky-A1-6",-200.2849,134.04112,NA,NA,NA,NA,268.9195576,-21.287428954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-200284.9,134041.12,1,"S",-0.886216371681416,0.593102300884956
NA,"Sky-A1-7",-193.60365,143.52243,NA,NA,NA,NA,268.9496615,-21.248088545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-193603.65,143522.43,1,"S",-0.856653318584071,0.635055
