#OBSTEMP,8
#CONFIGTEMP,19
#EQUINOX,J2000.0
#CENTRE,17 59 17.48,-21 51 17.8 #Field centre
#UTTIME,12 00 00.00 #Target observing time
#UTDATE,2021 07 10 #Target observing date
#PLATEID,a test_plateID
#LABEL,a test_label
#TILING_DATE,2021 06 07 # Date the tile was created/configured
#PROXIMITY,220 # tiling proximity value in arcseconds
"probe","ID","x","y","rads","angs","azAngs","angs_azAng","RA","DEC","g_mag","r_mag","i_mag","z_mag","y_mag","GAIA_g_mag","GAIA_bp_mag","GAIA_rp_mag","pmRA","pmDEC","priority","remaining_observations","Tile_number","COMPLETED","MagnetX_noDC","MagnetY_noDC","type","MagnetX","MagnetY","Position","fibre_type","fraction_plate_radius_X","fraction_plate_radius_Y"
1,"4069951897778930176",116.43116,26.00984,119.300992434142,3.97326245856804,3.36137646386793,0.611885994700106,270.35806,-21.743145,18.0053005218506,16.7812004089355,16.0688991546631,15.5944004058838,15.2624998092651,16.610744,17.687738,15.575823,-0.675485846736512,-3.15048123108642,1,1,-999,"False",120959.06387097,25267.7404516129,1,116431.16,26009.84,NA,"P",0.515182123893805,0.115087787610619
2,"4070713348269830656",-14.71517,28.44329,32.0243184806953,1.62856478760259,-1.09336431332332,2.72192910092591,269.7547,-21.732512,19.2129993438721,17.8673992156982,17.1784000396729,16.7168998718262,16.4150009155273,17.760191,18.766481,16.690945,0.719538368061343,-1.21116302032915,1,1,-999,"False",-15400.296129032,27670.7984516134,1,-14715.17,28443.29,NA,"P",-0.0651113716814159,0.125855265486726
3,"4070750899137793024",76.8474,122.52328,144.62875588457,3.39408408045145,4.15220452772806,5.52506485990298,270.174,-21.33333,17.0725994110107,15.9495000839233,15.2793998718262,14.8320999145508,14.621600151062,15.792472,16.744606,14.767358,-1.76503871037938,-3.7630582683687,1,1,-999,"False",79361.5038709728,117885.930451613,1,76847.4,122523.28,NA,"P",0.340032743362832,0.542138407079646
4,"4070382567061296000",-122.03687,18.63108,123.450859783816,2.0335322054997,-0.151497852493343,2.18503005799304,269.26196,-21.774364,17.3026008605957,16.440299987793,16.0428009033203,15.7889995574951,15.6794996261597,16.4384,17.081436,15.543153,0.253278918810959,-6.27037781888995,1,1,-999,"False",-126759.536129038,18212.2464516129,1,-122036.87,18631.08,NA,"P",-0.539986150442478,0.082438407079646
5,"4070393596556224640",-160.6348,20.45951,161.932487538727,-1.20839024739182,-0.126684512881983,5.20147957266975,269.08865,-21.766327,19.9895000457764,17.9137001037598,16.4228992462158,15.6366996765137,15.1069002151489,17.141071,18.826405,15.570267,-3.81549411897302,-2.15179532116884,1,1,-999,"False",-165927.596129041,20028.6084516133,1,-160634.8,20459.51,NA,"P",-0.710773451327434,0.0905288053097345
6,"4070746539778742656",99.43151,104.642,144.348790590292,3.30149067148288,3.95251768814102,5.63215829052145,270.27737,-21.409191,17.882999420166,16.613899230957,15.8849000930786,15.4294004440308,15.1549997329712,16.439587,17.493952,15.394886,-0.326245597515041,-4.21624197636482,1,1,-999,"False",102723.123870969,100741.344451613,1,99431.51,104642,NA,"P",0.439962433628319,0.463017699115044
7,"4070820722459182976",-20.09236,198.57737,199.591269364385,0.544128875984562,-1.46995799055626,2.01408686654082,269.73233,-21.017866,20.3181991577148,17.8854007720947,16.6145000457764,15.7812004089355,15.2593002319336,17.263826,18.879972,15.824392,-1.35401205701651,-0.533023524498114,1,1,-999,"False",-20455.9161290373,189180.794451613,1,-20092.36,198577.37,NA,"P",-0.0889042477876106,0.87866092920354
8,"4070976367737514624",-109.44987,154.35287,189.219667371692,0.396526733060502,-0.953996598544628,1.35052333160513,269.32724,-21.20226,17.8320007324219,16.5195999145508,15.7767000198364,15.3123998641968,15.0298004150391,16.311087,17.39262,15.235035,-0.404319523176901,-4.08237448161277,1,1,-999,"False",-112006.256129031,147507.750451614,1,-109449.87,154352.87,NA,"P",-0.484291460176991,0.682977300884956
9,"4070814812566814464",11.18961,161.14094,161.52897546891,3.08835223516804,4.64306037402249,4.72847716832513,269.87396,-21.170826,18.8689994812012,17.6373996734619,17.0069999694824,16.6016998291016,16.4230003356934,17.533445,18.290894,16.471638,5.35956299143144,4.15100168290388,1,1,-999,"False",11552.4638709674,154611.834451613,1,11189.61,161140.94,NA,"P",0.0495115486725664,0.713013008849558
10,"4070295632603185664",-120.53532,-107.33342,161.39772742018,2.36400672739778,0.727526432578578,1.6364802948192,269.2698,-22.309425,17.3770008087158,16.4160003662109,15.8910999298096,15.5873003005981,15.3895998001099,16.360373,17.127876,15.456593,0.897535783223583,0.52889771182838,1,1,-999,"False",-124987.696129041,-102711.539548387,1,-120535.32,-107333.42,NA,"P",-0.533342123893805,-0.474926637168142
