# Robot File 
# Label, 270_m20_comissioning Tile 0
# Date and Time file was created/configured: 15-June-21 16:04:35
# Radial Offset Adjustment, -9999
# Radial offset is in millimetre(mm) with +ve values actioning radial outward movement 
# and -ve values actioning radial inward movement of the magnets. 
# Temp1, -9999
# Temp2, -9999
# Temp1 is the temperature the distortion code assumed the field would be observed at, 
# and Temp2 is the actual temperature it is going to be observed at in degrees C. 
# Radial Scale factor, 1.0
# Radial scale factor is thermal coefficient of invar times temperature difference 
# applied radially relative to the plate centre.

Magnet,Label,Center_x,Center_y,rot_holdingPosition,rot_platePlacing,order,Pickup_option,Magnet_title,rePosition_magnets,ID,Index,Hexabundle,rectMag_inputOrientation
circular_magnet,Yel,210.61350941035263,162.7139705473283,90,130.88463791307208,1,TR,Yel01,[0],4070407649689472000,1,NA,3.65671458496456
circular_magnet,Mag,205.53113365307846,454.719093959523,90,231.30213975674312,1,TR,Mag02,[0],4069985123646160384,2,NA,2.49749467078671
circular_magnet,Gre,397.0062492370673,195.75752730532804,90,57.06597524493657,1,TR,Gre03,[0],4070285432092315648,3,NA,4.60667853738556
circular_magnet,Mag,529.5058950926159,308.92119099048654,90,357.4553727779761,1,TR,Mag04,[0],4069455846236306944,4,NA,2.39402312740649
circular_magnet,Gre,213.30346799943325,328.50305491287594,270,13.779183287531964,1,TL,Gre05,[0],4070721693360062976,5,NA,2.12001293537077
circular_magnet,Gre,273.10027777527483,434.67061084751174,90,247.27959550141858,1,TR,Gre06,[0],4069971517189507072,6,NA,0.265662524592888
circular_magnet,Blu,325.8830580453115,316.27504604763595,90,257.4603042212354,1,TR,Blu07,[0],4070691220598171648,7,NA,2.44637432655056
circular_magnet,Mag,330.0525281430359,501.62788615384557,270,90.16527565650645,1,TL,Mag08,[0],4069904863613944832,8,NA,1.62569931922668
circular_magnet,Gre,293.0169054216274,195.02079655077557,90,109.16319465250123,1,TR,Gre09,[0],4070377653636812800,9,NA,5.91714563659251
circular_magnet,Mag,115.65110296114219,314.742524144703,90,183.9368311963119,1,TR,Mag10,[0],4070805221881406464,10,NA,4.27274369270862
