#OBSTEMP,8
#CONFIGTEMP,19
#EQUINOX,J2000.0
#CENTRE,23 29 01.10,-22 38 05.4 #Field centre
#UTTIME,14 00 00.00 #Target observing time
#UTDATE,2021 07 10 #Target observing date
#PLATEID,a test_plateID
#LABEL,350_m20_comissioning Tile 001
#TILING_DATE,2021 06 15 # Date the tile was created/configured
#PROXIMITY,220 # tiling proximity value in arcseconds
"probe","ID","x","y","rads","angs","azAngs","angs_azAng","RA","DEC","g_mag","r_mag","i_mag","z_mag","y_mag","GAIA_g_mag","GAIA_bp_mag","GAIA_rp_mag","pmRA","pmDEC","Re","GAL_MU_E_R","Mstar","priority","remaining_observations","Tile_number","COMPLETED","MagnetX_noDC","MagnetY_noDC","type","MagnetX","MagnetY","SkyFibrePosition","fibre_type","fraction_plate_radius_X","fraction_plate_radius_Y"
1,"2388321362142847104",-10.97399,35.57882,37.2327931951459,1.61272463944949,-1.2716130037519,2.88433764320138,352.20355,-22.481785,18.5034999847412,17.8539009094238,17.5536994934082,17.4284992218018,17.305700302124,17.924004,18.463768,17.203335,2.90493353346027,-5.65920066540275,1,19,-99,1,1,-999,"False",-11530.6122448953,34591.836734694,1,-10973.99,35578.82,NA,"P",-0.0485574778761062,0.157428407079646
2,"2388387985675592192",-50.8948,97.62694,110.096775978244,3.13315031836874,-1.0902391684707,4.22338948683944,352.01962,-22.21716,17.2877006530762,16.5503997802734,16.2530994415283,16.1471004486084,16.0352001190186,16.607439,17.173697,15.909305,0.280950220601796,10.0265116649305,1,19,-99,1,0,0,"True",-53098.7922449026,94397.0867346938,1,-50894.8,97626.94,NA,"P",-0.225198230088496,0.431977610619469
3,"2388397335819772800",-0.95433,144.9793,144.982440916957,2.980404458567,-1.56421389594605,4.54461835451305,352.25055,-22.017874,16.9421005249023,16.0713996887207,15.7179002761841,15.5648002624512,15.4373998641968,16.113808,16.74735,15.351171,-3.62420017346887,-3.38336774951853,1,19,-99,1,0,0,"True",-908.612244902429,139435.722734694,1,-954.33,144979.3,NA,"P",-0.00422269911504425,0.641501327433628
4,"2388439525283766144",-45.96906,201.96613,207.131533438201,2.7888859034382,-1.34700116412152,4.13588706755972,352.04666,-21.784746,18.3202991485596,17.2343006134033,16.7299003601074,16.5072994232178,16.3808994293213,17.238873,18.056692,16.374887,-2.04661757941003,6.40906963077848,1,19,-99,1,0,0,"True",-46987.7522449027,192122.650734694,1,-45969.06,201966.13,NA,"P",-0.203402920353982,0.893655442477876
5,"2382319231246055936",-77.5441,-6.09585,77.7833326107367,2.25636232745349,0.0784500614273806,2.17791226602611,351.8942,-22.66054,17.9281005859375,17.2560005187988,16.9845008850098,16.88450050354,16.7763004302979,17.309578,17.836363,16.656652,-2.09825367332754,4.10285687608294,1,19,-99,1,0,0,"True",-81443.7122448942,-5806.79326530651,1,-77544.1,-6095.85,NA,"P",-0.343115486725664,-0.0269727876106195
6,"2382374623440115712",-179.92991,27.68888,182.047923877924,-1.38775945140168,-0.152689262132636,5.04811511791054,351.4306,-22.515566,18.5694999694824,17.3560009002686,16.6473007202148,16.3497009277344,16.1585006713867,17.256496,18.209816,16.295021,-9.72129080780196,-15.6616003791126,1,19,-99,1,0,0,"True",-186217.312244891,26957.3307346938,1,-179929.91,27688.88,NA,"P",-0.796150044247788,0.122517168141593
7,"2382296214517145856",-170.65762,-36.75113,174.569953944948,2.30458458278226,0.212110736602424,2.09247384617984,351.4703,-22.78849,14.8486995697021,14.1773996353149,13.9280004501343,13.8457002639771,13.7455997467041,14.222172,14.741625,13.566963,-9.14336873496308,-8.71533235775348,1,19,-99,1,0,0,"True",-177245.112244895,-34723.4932653062,1,-170657.62,-36751.13,NA,"P",-0.755122212389381,-0.162615619469027
8,"2382379777400853760",-114.85572,58.43511,128.866203860556,1.71359419790604,-0.470638729247842,2.18423292715388,351.6633,-22.28043,17.1651992797852,16.7511005401611,16.5848999023438,16.5321006774902,16.4839000701904,16.77358,17.141516,16.250364,-0.4984073698318,-5.24502889342523,NA,NA,NA,1,NA,NA,"",-133627.112244899,80098.0667346939,0,-128665.37,83082.72,NA,"P",-0.569315796460177,0.367622654867257
9,"2382384308590992896",-128.66537,83.08272,153.158466301525,3.15147676774947,-0.573365577878205,3.72484234562767,351.72464,-22.38466,14.8352003097534,14.2404003143311,14.0402002334595,13.9883003234863,13.8936004638672,14.294407,14.755738,13.688874,18.7197583753963,-9.08858271621224,NA,NA,NA,1,NA,NA,"",-119764.272244892,56542.0867346937,0,-114855.72,58435.11,NA,"P",-0.508211150442478,0.258562433628319
NA,"Sky-A1-1",-226.46104,82.44066,NA,NA,NA,NA,351.2347675,-22.288084533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-226461.04,82440.66,1,"S",-1.00204,0.364781681415929
