#OBSTEMP,8
#CONFIGTEMP,19
#EQUINOX,J2000.0
#CENTRE,17 59 24.77,-21 51 19.7 #Field centre
#UTTIME,14 00 00.00 #Target observing time
#UTDATE,2021 07 10 #Target observing date
#PLATEID,a test_plateID
#LABEL,270_m20_comissioning Tile 003
#TILING_DATE,2021 06 15 # Date the tile was created/configured
#PROXIMITY,220 # tiling proximity value in arcseconds
"probe","ID","x","y","rads","angs","azAngs","angs_azAng","RA","DEC","g_mag","r_mag","i_mag","z_mag","y_mag","GAIA_g_mag","GAIA_bp_mag","GAIA_rp_mag","pmRA","pmDEC","priority","remaining_observations","Tile_number","COMPLETED","MagnetX_noDC","MagnetY_noDC","type","MagnetX","MagnetY","SkyFibrePosition","fibre_type","fraction_plate_radius_X","fraction_plate_radius_Y"
1,"4070817939319957888",-3.12794,189.53542,189.561228744752,0.378256907002079,-1.55429462977226,1.93255153677434,269.83908,-21.055143,17.2917995452881,15.4603996276855,14.7760000228882,13.8559999465942,13.4765996932983,15.091938,16.541285,13.884062,-1.97168984640381,-3.12598172229356,1,1,-999,"False",-3192.72387096669,180874.995548386,1,-3127.94,189535.42,NA,"P",-0.0138404424778761,0.838652300884956
2,"4070330752588647552",-47.04013,-32.43265,57.1371211773869,1.80919190315975,0.603622272652298,1.20556963050746,269.63538,-21.99457,18.025899887085,16.8896007537842,16.2187995910645,15.8114995956421,15.5200004577637,16.766113,17.687128,15.752833,-0.433944042673307,-2.63574155491896,1,1,-999,"False",-49228.9238709726,-31435.5064516133,1,-47040.13,-32432.65,NA,"P",-0.208142168141593,-0.143507300884956
3,"4069872634159993216",147.03427,-90.06401,172.425643254456,0.746197596644765,2.59200534200902,4.43737756181533,270.52576,-22.235476,18.5331001281738,17.4053001403809,16.7709007263184,16.3565998077393,16.0895004272461,17.275358,18.172916,16.247768,0.439590358811109,-1.4091414674313,1,1,-999,"False",151996.956129026,-85880.2624516131,1,147034.27,-90064.01,NA,"P",0.650594115044248,-0.398513318584071
4,"4070811544077313152",54.58946,195.33943,202.823820237704,2.85410895133715,4.4398815504252,4.69741270809154,270.09955,-21.032604,18.838399887085,17.0715007781982,16.0548992156982,15.438099861145,15.0443000793457,16.70458,18.173145,15.497901,-1.08774066253341,-1.95419451123101,1,1,-999,"False",55673.4961290329,185968.809548387,1,54589.46,195339.43,NA,"P",0.241546283185841,0.864333761061947
5,"4069502128804104064",-30.99494,-214.27219,216.502327269246,-1.10448609837649,1.42714057681593,3.75155863198717,269.7122,-22.754171,16.4535007476807,15.3482999801636,14.7412996292114,14.3698997497559,14.1162996292114,15.241429,16.137936,14.284066,-1.00190141342555,-4.64279642643342,1,1,-999,"False",-31867.6038709731,-203105.332451613,1,-30994.94,-214272.19,NA,"P",-0.137145752212389,-0.94810703539823
6,"4070395245805801728",-129.8443,41.13114,136.203204515127,-0.855411859280867,-0.306772759621491,5.73454620752021,269.25787,-21.679129,19.3462009429932,17.7653007507324,16.782600402832,16.1772994995117,15.7581996917725,17.508524,18.80098,16.126774,-0.109125919474819,-2.66560381427213,1,1,-999,"False",-134546.183870966,39854.1595483867,1,-129844.3,41131.14,NA,"P",-0.574532300884956,0.181996194690265
7,"4070396998170449280",-170.17264,27.89828,172.444314001732,-1.21561827789308,-0.162495552287782,5.23006258157429,269.07706,-21.735424,19.9796009063721,17.9230995178223,16.6865997314453,15.957799911499,15.5333003997803,17.375053,18.792404,15.898046,-4.9248070146023,0.418566461238198,1,1,-999,"False",-175409.243870968,27131.489548387,1,-170172.64,27898.28,NA,"P",-0.752976283185841,0.123443716814159
8,"4070720112812594944",51.01372,64.46814,82.2103442596976,3.48384673359206,4.0429747042412,5.72405733653044,270.08826,-21.579107,20.993200302124,17.949499130249,16.070499420166,14.8625001907349,14.0691003799438,16.61906,19.251923,15.067524,-1.47767573126118,-3.02480295083388,1,1,-999,"False",53121.9561290259,62459.1315483865,1,51013.72,64468.14,NA,"P",0.225724424778761,0.285257256637168
9,"4069880502538503168",190.63042,-62.95296,200.756151094152,4.68346135663652,2.8226326032978,1.86082875333872,270.71964,-22.118322,20.457799911499,17.9216003417969,16.4365997314453,15.4970998764038,14.8829002380371,17.080175,19.286936,15.631997,3.26275517767698,-4.26665069742017,1,1,-999,"False",195813.836129034,-59403.4584516132,1,190630.42,-62952.96,NA,"P",0.843497433628319,-0.278552920353982
10,"4069562743696801024",6.62667,-69.59613,69.9109009115589,1.5284526877111,1.66572620603593,6.14591178885476,269.88388,-22.153927,15.8866996765137,14.8851003646851,14.2951002120972,13.9462995529175,13.708399772644,14.78174,15.636626,13.858214,-0.303593924722267,-1.66624063489151,1,1,-999,"False",6932.07612902256,-67450.1884516133,1,6626.67,-69596.13,NA,"P",0.0293215486725664,-0.307947477876106
