#OBSTEMP,8
#CONFIGTEMP,19
#EQUINOX,J2000.0
#CENTRE,17 59 25.50,-21 51 30.7 #Field centre
#UTTIME,14 00 00.00 #Target observing time
#UTDATE,2021 07 10 #Target observing date
#PLATEID,a test_plateID
#LABEL,270_m20_comissioning Tile 002
#TILING_DATE,2021 06 15 # Date the tile was created/configured
#PROXIMITY,220 # tiling proximity value in arcseconds
"probe","ID","x","y","rads","angs","azAngs","angs_azAng","RA","DEC","g_mag","r_mag","i_mag","z_mag","y_mag","GAIA_g_mag","GAIA_bp_mag","GAIA_rp_mag","pmRA","pmDEC","priority","remaining_observations","Tile_number","COMPLETED","MagnetX_noDC","MagnetY_noDC","type","MagnetX","MagnetY","SkyFibrePosition","fibre_type","fraction_plate_radius_X","fraction_plate_radius_Y"
1,"4069945820410961536",135.49641,-11.72847,136.003066625091,4.19994136532612,3.05524860136924,1.14469276395688,270.47827,-21.907347,19.1434993743896,17.5534000396729,16.6345996856689,16.0953998565674,15.6905002593994,17.26442,18.574123,16.097567,0.588859447083803,-2.64902625447358,1,1,-999,"False",140575.211578954,-11032.8561052637,1,135496.41,-11728.47,NA,"P",0.599541637168142,-0.0518958849557522
2,"4070285432092315520",-89.75977,-101.84828,135.756725245607,2.10813782205055,0.848404438343363,1.25973338370719,269.44302,-22.29182,19.7395992279053,17.3980007171631,16.0142993927002,15.1591997146606,14.6511001586914,16.695862,18.684076,15.338484,2.64945557405821,-4.75807464480315,1,1,-999,"False",-93391.2884210504,-97923.7541052636,1,-89759.77,-101848.28,NA,"P",-0.397167123893805,-0.45065610619469
3,"4070370021438677632",-180.08955,15.65199,180.768445283359,-1.37180398693453,-0.0866944100811784,4.99807573032623,269.03592,-21.790255,16.7311000823975,15.1192998886108,14.2896995544434,13.7762002944946,13.4395999908447,14.873552,16.090847,13.719084,-3.29564034157236,-4.59402208183651,1,1,-999,"False",-185395.888421054,15429.935894737,1,-180089.55,15651.99,NA,"P",-0.796856415929203,0.069256592920354
4,"4070378203392744320",-108.22465,4.01428,108.299073456521,2.01057710317641,-0.0370751075382678,2.04765221071468,269.35764,-21.840586,17.4459991455078,16.2467002868652,15.5370998382568,15.1398000717163,14.8999996185303,16.083351,17.102594,15.039945,0.628062443181634,-2.72850113609056,1,1,-999,"False",-112687.168421047,4055.12989473704,1,-108224.65,4014.28,NA,"P",-0.478870132743363,0.0177623008849558
5,"4069510826130267648",6.14715,-176.37323,176.480321038226,4.41433025691442,1.60563530295679,2.80869495395763,269.8844,-22.604696,18.1154003143311,17.1124000549316,16.6021003723145,16.3304996490479,16.110200881958,17.068207,17.877613,16.203707,-1.41581044357648,-3.39500764470083,1,1,-999,"False",6360.59157895818,-168633.730105263,1,6147.15,-176373.23,NA,"P",0.0271997787610619,-0.780412522123894
6,"4069509859759655168",-19.13471,-184.43681,185.426734884051,-0.972780194866996,1.46741946507065,3.84298564724195,269.76868,-22.637377,18.4260997772217,17.0100994110107,16.2588005065918,15.694899559021,15.2882995605469,16.845497,17.966137,15.651847,0.248953746288437,1.17136538806836,1,1,-999,"False",-19792.1284210441,-176019.636105264,1,-19134.71,-184436.81,NA,"P",-0.0846668584070796,-0.816092079646018
7,"4069923894591551232",112.43689,-64.75961,129.75307826878,4.60770757555767,2.61903414329366,1.98867343226401,270.37366,-22.133795,17.5984992980957,16.9447994232178,16.3293991088867,16.1240005493164,16.0046005249023,16.717472,17.360662,15.825535,3.46273329294343,-4.98828164162861,1,1,-999,"False",116933.351578946,-62210.1041052632,1,112436.89,-64759.61,NA,"P",0.497508362831858,-0.286546946902655
8,"4070986881847636864",-113.69247,183.51829,215.881774356301,2.9175110940408,-1.01615047004635,3.93366156408715,269.3446,-21.087076,19.6086006164551,17.5380001068115,16.4715003967285,15.8289003372192,15.4296998977661,17.112959,18.58749,15.811708,-3.63564645140083,-1.97180036284991,1,1,-999,"False",-115634.208421045,174348.389894737,1,-113692.47,183518.29,NA,"P",-0.503064026548673,0.812027831858407
9,"4069558723607214976",50.05486,-87.72649,101.002109172728,1.49264613566323,2.08930147726022,5.68652996558259,270.08762,-22.23374,18.6133995056152,17.4468994140625,16.8152008056641,16.4391002655029,16.1336002349854,17.333508,18.274313,16.344934,0.213271085248613,-0.10620212799838,1,1,-999,"False",52288.3115789554,-84797.6741052636,1,50054.86,-87726.49,NA,"P",0.221481681415929,-0.388170309734513
10,"4070735024938618880",107.22548,107.93225,152.140310737467,3.19879531111161,3.93027569760891,5.55170492068229,270.3459,-21.398954,18.3339996337891,17.1243991851807,16.4235992431641,15.993200302124,15.6991996765137,16.970715,18.012997,15.908217,0.0590986609573813,0.723848262154235,1,1,-999,"False",110659.591578946,103863.961894737,1,107225.48,107932.25,NA,"P",0.474449026548673,0.477576327433628
