#OBSTEMP,8
#CONFIGTEMP,19
#EQUINOX,J2000.0
#CENTRE,16 00 17.45,-21 52 19.9 #Field centre
#UTTIME,14 00 00.00 #Target observing time
#UTDATE,2021 07 10 #Target observing date
#PLATEID,a test_plateID
#LABEL,240_m20_comissioning_within_half_radius Tile 006
#TILING_DATE,2021 06 16 # Date the tile was created/configured
#PROXIMITY,220 # tiling proximity value in arcseconds
"probe","ID","x","y","rads","angs","azAngs","angs_azAng","RA","DEC","g_mag","r_mag","i_mag","z_mag","y_mag","GAIA_g_mag","GAIA_bp_mag","GAIA_rp_mag","pmRA","pmDEC","Re","GAL_MU_E_R","Mstar","priority","remaining_observations","Tile_number","COMPLETED","MagnetX_noDC","MagnetY_noDC","type","MagnetX","MagnetY","SkyFibrePosition","fibre_type","fraction_plate_radius_X","fraction_plate_radius_Y"
1,"6243616399408048640",48.87937,80.687,94.337610636463,-0.237458788512884,4.16772307010514,1.87800344856157,240.29773,-21.526402,18.4139995574951,17.8582000732422,17.5848999023438,17.4542007446289,17.3644008636475,17.874264,18.33298,17.214844,2.13305045544568,-1.69192098846692,1,19,-99,1,1,-999,"False",50857.2412244907,78148.9643265302,1,48879.37,80687,NA,"P",0.216280398230088,0.357022123893805
2,"6243193912066264832",7.0561,-196.72393,196.850433532301,4.16527502544335,1.6066489879629,2.55862603748045,240.10512,-22.701216,15.7103004455566,15.1363000869751,14.8788003921509,14.7455997467041,14.6402997970581,15.169816,15.534307,14.463304,3.76517593331242,-1.85641609682995,1,19,-99,1,1,-999,"False",7327.38122449024,-187358.999673469,1,7056.1,-196723.93,NA,"P",0.0312216814159292,-0.870459867256637
3,"6243445116110966016",24.28902,-48.13313,53.9143273736889,3.89603063218997,2.03813442517244,1.85789620701753,240.18532,-22.078848,18.3535003662109,17.7831993103027,17.5125007629395,17.3948993682861,17.3227996826172,17.804707,18.20516,17.111015,-13.8523002318545,-4.6180981176929,1,19,-99,1,1,-999,"False",25452.5812244881,-46703.8316734697,1,24289.02,-48133.13,NA,"P",0.107473539823009,-0.212978451327434
4,"6243569738884056448",66.45677,83.07456,106.385547881404,3.369089609999,4.03766916265106,5.61460575452753,240.37822,-21.516552,17.4953994750977,16.8113994598389,16.5506992340088,16.4272003173828,16.3405990600586,16.8608,17.39757,16.175413,3.67763207307837,-4.2935384877482,1,19,-99,1,1,-999,"False",69047.9812244901,80375.0643265303,1,66456.77,83074.56,NA,"P",0.294056504424779,0.367586548672566
5,"6243408832227152896",-24.41183,-112.29228,114.915158232268,1.78227548859104,1.35673169097111,0.425543797619937,239.96004,-22.351833,18.3358001708984,17.7479991912842,17.4873008728027,17.3745002746582,17.2903995513916,17.777931,18.168406,17.123915,-4.84963613925835,-0.340895015232591,1,19,-99,1,1,-999,"False",-25460.6987755114,-108398.441673469,1,-24411.83,-112292.28,NA,"P",-0.108016946902655,-0.496868495575221
6,"6246530414456307328",-132.29463,66.21097,147.938371206316,2.31635420722489,-0.46403246361144,2.78038667083633,239.46709,-21.58936,16.107400894165,15.5376996994019,15.2644996643066,15.1358995437622,15.0511999130249,15.539272,16.018042,14.893783,0.371073678682383,-3.59596727179758,1,19,-99,1,1,-999,"False",-136867.398775507,63920.4563265306,1,-132294.63,66210.97,NA,"P",-0.585374469026549,0.29296889380531
7,"6243497274194177024",-120.18721,11.22378,120.710143256781,2.37240603202852,-0.0931157523067245,2.46552178433525,239.5198,-21.823374,16.2056007385254,15.3311996459961,14.8930997848511,14.6632995605469,14.5171003341675,15.31481,16.008537,14.504422,-6.59588060879912,-5.05327115112394,1,19,-99,1,1,-999,"False",-124954.938775509,11033.2923265302,1,-120187.21,11223.78,NA,"P",-0.531801814159292,0.0496627433628319
8,"6243401822841233920",-76.25981,-145.47647,164.252738013395,2.32900621008583,1.08797104346743,1.2410351666184,239.72273,-22.488844,16.3768005371094,15.527099609375,15.1259002685547,14.9300003051758,14.8032999038696,15.529455,16.18753,14.7465,6.24217875209273,3.49201361236904,1,19,-99,1,1,-999,"False",-79092.7587755068,-139362.92767347,1,-76259.81,-145476.47,NA,"P",-0.337432787610619,-0.643701194690266
9,"6243547817370364416",132.26174,28.54771,135.307574119381,4.06797317110239,3.3541739890462,0.713799182056188,240.67938,-21.749441,16.5576992034912,15.8613996505737,15.5402002334595,15.3992004394531,15.2628002166748,15.8792305,16.435366,15.166575,-4.98168955971757,-4.73432449287208,1,19,-99,1,1,-999,"False",137110.141224492,27742.1503265302,1,132261.74,28547.71,NA,"P",0.585228938053097,0.126317300884956
10,"6243201746086603264",60.47033,-166.43054,177.075648961116,0.777893542739544,1.91930267467137,5.14177617524776,240.34991,-22.575954,17.9895000457764,17.4591007232666,17.1427993774414,17.0256004333496,16.8917999267578,17.434673,17.684624,16.71115,-3.53160846720181,0.213409656302392,1,19,-99,1,1,-999,"False",62649.9212244891,-159049.787673469,1,60470.33,-166430.54,NA,"P",0.267567831858407,-0.736418318584071
11,"6243562179740886144",62.91035,61.71683,88.128765124512,0.0627249521345217,3.91741438659173,2.42849587272238,240.36243,-21.60765,17.5877990722656,16.8652992248535,16.5601005554199,16.4237003326416,16.3178005218506,16.904696,17.4484,16.18221,-2.20668083384372,-4.29093740640182,1,19,-99,1,1,-999,"False",65479.4412244879,59786.9163265305,1,62910.35,61716.83,NA,"P",0.278364380530973,0.273083318584071
