#OBSTEMP,8
#CONFIGTEMP,19
#EQUINOX,J2000.0
#CENTRE,15 59 17.51,-21 55 23.1 #Field centre
#UTTIME,14 00 00.00 #Target observing time
#UTDATE,2021 07 10 #Target observing date
#PLATEID,a test_plateID
#LABEL,240_m20_comissioning_within_half_radius Tile 005
#TILING_DATE,2021 06 16 # Date the tile was created/configured
#PROXIMITY,220 # tiling proximity value in arcseconds
"probe","ID","x","y","rads","angs","azAngs","angs_azAng","RA","DEC","g_mag","r_mag","i_mag","z_mag","y_mag","GAIA_g_mag","GAIA_bp_mag","GAIA_rp_mag","pmRA","pmDEC","Re","GAL_MU_E_R","Mstar","priority","remaining_observations","Tile_number","COMPLETED","MagnetX_noDC","MagnetY_noDC","type","MagnetX","MagnetY","SkyFibrePosition","fibre_type","fraction_plate_radius_X","fraction_plate_radius_Y"
1,"6243527746981276416",-58.65638,73.49274,94.0306000587681,-0.52455085760196,-0.897199832397806,0.372648974795847,239.55257,-21.608019,18.4006004333496,17.7654991149902,17.4685001373291,17.3197002410889,17.2339000701904,17.779125,18.292154,17.068285,-2.97266901007217,-5.40074128689579,1,19,-99,1,1,-999,"False",-61110.7228571437,71204.085795919,1,-58656.38,73492.74,NA,"P",-0.259541504424779,0.325189115044248
2,"6243635537782382464",54.56972,151.00329,160.561041139196,0.150685200583071,4.36561138125845,2.06825912650421,240.07152,-21.281715,16.0634994506836,15.4663000106812,15.2095003128052,15.1070003509521,15.0158004760742,15.494448,15.978537,14.847282,-6.42229904782304,-1.99429613824482,1,19,-99,1,1,-999,"False",56171.977142854,144948.789795919,1,54569.72,151003.29,NA,"P",0.241458938053097,0.668156150442478
3,"6243455698910562048",6.55616,-13.3722,14.892916664831,-0.558416252740849,2.0266400212573,3.69812903318143,239.85352,-21.980822,17.7908992767334,16.9927005767822,16.6408996582031,16.4601993560791,16.3330993652344,17.019796,17.635359,16.26208,-5.31933990813511,-1.64080856602387,1,19,-99,1,1,-999,"False",6903.97714285638,-13049.3922040812,1,6556.16,-13372.2,NA,"P",0.0290095575221239,-0.0591690265486726
4,"6243416322651005440",-33.71656,-111.57496,116.55804612825,2.19569635735446,1.27733384723915,0.918362510115309,239.66731,-22.399527,14.9980001449585,14.2189998626709,13.854700088501,13.6656999588013,13.5349998474121,14.220559,14.845707,13.471219,-5.77040373568033,0.0907941001817123,1,19,-99,1,1,-999,"False",-35179.4828571474,-107676.722204081,1,-33716.56,-111574.96,NA,"P",-0.149188318584071,-0.493694513274336
5,"6246529211865476096",-93.81698,74.40634,119.741092230345,-0.0384081768303997,-0.670520050773337,0.632111873942938,239.39188,-21.604765,16.88330078125,16.2766990661621,15.9888000488281,15.8575000762939,15.7454996109009,16.32888,16.7857,15.609554,1.81135337898043,-1.01671000822167,1,19,-99,1,1,-999,"False",-97426.6628571474,71939.4897959186,1,-93816.98,74406.34,NA,"P",-0.415119380530973,0.329231592920354
6,"6243408626068713984",31.0546,-103.14442,107.717963025191,4.36316139060347,1.8632425679394,2.49991882266407,239.96666,-22.36399,17.9719009399414,17.4055995941162,17.1573009490967,17.0433006286621,16.9419994354248,17.42934,17.83026,16.782663,-6.51313894660829,-0.836511289793946,1,19,-99,1,1,-999,"False",32473.6171428535,-99645.3602040815,1,31054.6,-103144.42,NA,"P",0.137409734513274,-0.456391238938053
7,"6243454182780487040",16.01954,-30.25479,34.2341639266347,1.4891395700617,2.05775488976399,5.7145699874773,239.89737,-22.053219,18.4461002349854,17.8425006866455,17.5753993988037,17.4540004730225,17.3696994781494,17.878141,18.342693,17.202753,-1.39615639543134,1.81553511217412,1,19,-99,1,1,-999,"False",16814.0771428546,-29411.1142040809,1,16019.54,-30254.79,NA,"P",0.0708829203539823,-0.133870752212389
8,"6243570151200931456",120.57453,106.55583,160.911038128867,3.11651491889534,3.86534807013933,5.53435215593559,240.37296,-21.469805,17.8442001342773,17.2924995422363,17.0324993133545,16.8899002075195,16.8006992340088,17.306574,17.763166,16.660166,-11.690971363722,2.12300904351251,1,19,-99,1,1,-999,"False",124297.417142857,102440.449795919,1,120574.53,106555.83,NA,"P",0.533515619469026,0.471485973451327
9,"6243439240595709568",75.06778,-37.03344,83.7057182775585,1.24606146094003,2.68329256719905,4.84595420092056,240.17003,-22.081316,14.9277000427246,14.4689998626709,14.2333002090454,13.9614000320435,13.8235998153687,14.396074,14.759487,13.473,-9.59187200641983,-5.85888068814838,1,19,-99,1,1,-999,"False",78435.237142855,-35761.0362040815,1,75067.78,-37033.44,NA,"P",0.332158318584071,-0.163864778761062
10,"6243477620424196864",-56.03277,-33.86883,65.473421778931,-1.09045479553359,0.543682811866755,4.64904769977924,239.56354,-22.06821,18.4164009094238,17.8202991485596,17.5928993225098,17.471399307251,17.3677005767822,17.881279,18.2939,17.24574,-4.71899660451526,0.240318328561442,1,19,-99,1,1,-999,"False",-58631.5028571468,-32799.0802040814,1,-56032.77,-33868.83,NA,"P",-0.247932610619469,-0.149862079646018
11,"6243400959544887040",-30.88693,-149.01201,152.179438719773,1.93793358302023,1.36641246508229,0.571521117937936,239.68095,-22.55634,18.1156005859375,17.5946998596191,17.3551006317139,17.2525997161865,17.1665992736816,17.605228,17.987062,16.973232,-3.95770924813937,-6.19551136561632,1,19,-99,1,1,-999,"False",-32096.8428571453,-143116.460204081,1,-30886.93,-149012.01,NA,"P",-0.136667831858407,-0.65934517699115
