probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,pmRA,pmDEC,Re,GAL_MU_E_R,Mstar,priority,remaining_observations,Tile_number,COMPLETED,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyFibrePosition,fibre_type,fraction_plate_radius_X,fraction_plate_radius_Y,grads,gangs,gazAngs,gangs_gazAng
1.0,6864087475431042432,-15.14194,-215.17935,215.711453134473,-1.19130560270143,1.50054320640965,3.5913364980685,299.9337,-22.834684,18.5055999755859,17.6620006561279,17.3101005554199,17.1557998657227,17.0414009094238,17.702965,18.304203,16.933886,-2.34019548435365,-1.06026773541307,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-15629.0530612295,-204009.840244898,1.0,-15141.94,-215179.35,NA,P,-0.0669997345132743,-0.952121017699115,NA,NA,NA,NA
2.0,6864392315030568064,-183.54145,-9.15987,183.769875350993,-1.47141699470856,0.0498649035916259,4.76190340887941,299.1663,-21.968414,15.1392002105713,14.4344997406006,14.1017999649048,13.9446001052856,13.8256998062134,14.440632,15.016497,13.723924,-0.871601305902611,-0.969181665313728,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-189061.453061232,-8232.82024489766,1.0,-183541.45,-9159.87,NA,P,-0.812130309734513,-0.0405303982300885,NA,NA,NA,NA
3.0,6865811952041906304,147.95458,100.25162,178.720298387175,0.0749227860155264,3.73711520898023,2.62099288421488,300.67572,-21.506647,18.6462993621826,17.9281997680664,17.540599822998,17.3484992980957,17.2169990539551,17.919361,18.52214,17.14909,0.393620734636895,-1.54962239032531,1.0,19.0,-99.0,1.0,1.0,-999.0,False,152067.466938776,96126.521755102,1.0,147954.58,100251.62,NA,P,0.654666283185841,0.443591238938053,NA,NA,NA,NA
4.0,6864577101702948608,-94.53735,142.62988,171.1157304687,0.284866399625653,-0.985464389890055,1.27033078951571,299.57288,-21.326826,16.6608009338379,15.7883996963501,15.4020004272461,15.1971998214722,15.0802001953125,15.8079405,16.468687,15.020102,2.3991683776191,0.314650046969646,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-97174.3730612271,136766.067755102,1.0,-94537.35,142629.88,NA,P,-0.41830685840708,0.631105663716814,NA,NA,NA,NA
5.0,6864182273949717504,-107.976,-73.85909,130.820417946237,-1.13177753149839,0.59992892359131,4.55147885208989,299.50546,-22.245993,17.173900604248,15.9146995544434,15.3020000457764,15.021900177002,14.838399887085,15.857487,16.758883,14.918075,-8.30670585207,-3.47428646550765,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-112411.29306122,-70965.6742448975,1.0,-107976.0,-73859.09,NA,P,-0.477769911504425,-0.326810132743363,NA,NA,NA,NA
6.0,6864083902018535424,-106.11839,-179.71618,208.707973134676,2.64113487418981,1.03740796744172,1.60372690674808,299.51923,-22.686562,17.9733009338379,16.7099990844727,15.9895000457764,15.6571998596191,15.4652004241943,16.584103,17.585936,15.599241,13.1522270735136,-10.3738127905141,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-109299.273061228,-170534.268244898,1.0,-106118.39,-179716.18,NA,P,-0.469550398230089,-0.795204336283186,NA,NA,NA,NA
7.0,6864548102084295296,-178.48734,99.29041,204.245724700038,2.07264207182519,-0.507658219318319,2.58030029114351,299.19516,-21.511782,15.9423999786377,15.0840997695923,14.6483001708984,14.4289999008179,14.2965002059937,15.068725,15.739165,14.269754,-0.361295118078418,-1.82424453935233,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-182539.09306123,94966.0117551021,1.0,-178487.34,99290.41,NA,P,-0.789766991150442,0.439338097345133,NA,NA,NA,NA
8.0,6864274869145451520,-2.19785,-13.71734,13.8922986326274,3.71108074908959,1.4119224562621,2.29915829282749,299.9926,-21.991243,18.4580993652344,17.7849998474121,17.4575004577637,17.298900604248,17.1865997314453,17.804754,18.345324,17.079323,0.921392501157257,-4.36317142930001,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-2317.65306123077,-13392.174244898,1.0,-2197.85,-13717.34,NA,P,-0.009725,-0.0606961946902655,NA,NA,NA,NA
9.0,6866021516383347968,73.28132,157.19845,173.440204518286,0.40039840481519,4.27616912531997,2.40741458667481,300.3361,-21.265867,16.342399597168,15.6239004135132,15.3018999099731,15.1267004013062,15.0150995254517,15.652006,16.196991,14.926256,-4.17664152551261,-1.41381420782508,1.0,19.0,-99.0,1.0,1.0,-999.0,False,75313.3469387706,150542.801755102,1.0,73281.32,157198.45,NA,P,0.324253628318584,0.695568362831858,NA,NA,NA,NA
10.0,6864114306089801472,-6.42998,-129.66014,129.819476765314,1.63744016255836,1.52124588866963,0.116194273888729,299.97305,-22.48467,18.4235992431641,17.7985992431641,17.4899005889893,17.349100112915,17.2509994506836,17.815317,18.30532,17.119978,-0.669075852281618,-3.02956373177204,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-6735.9530612265,-124906.676244898,1.0,-6429.98,-129660.14,NA,P,-0.0284512389380531,-0.573717433628319,NA,NA,NA,NA
