#OBSTEMP,8
#CONFIGTEMP,19
#EQUINOX,J2000.0
#CENTRE,20 00 17.79,-22 00 50.5 #Field centre
#UTTIME,12 00 00.00 #Target observing time
#UTDATE,2021 07 10 #Target observing date
#PLATEID,a test_plateID
#LABEL,300_m20_comissioning Tile 000
#TILING_DATE,2021 06 07 # Date the tile was created/configured
#PROXIMITY,220 # tiling proximity value in arcseconds
probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,pmRA,pmDEC,priority,remaining_observations,Tile_number,COMPLETED,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,Position,fibre_type,fraction_plate_radius_X,fraction_plate_radius_Y,Re,GAL_MU_E_R,Mstar
11.0,6864218660911720448,63.09038,-45.86352,77.999093041745,4.01674089003215,2.51300780981917,1.50373308021298,300.36612,-22.210379999999997,15.7189998626709,15.104000091552699,14.8232002258301,14.6877002716064,14.5894002914429,15.1162405,15.615935999999998,14.450313000000001,-1.8165097789626599,3.53997993779526,1.0,1.0,-999.0,False,65986.681010108,-44376.38751515139,1.0,63090.38,-45863.52,,P,0.27916097345132695,-0.20293592920354,1.0,19,-99
12.0,6852164062101265408,125.65333000000001,-171.85877,212.894800702135,0.40683864163784295,2.20211929842384,4.48790465039359,300.6458,-22.734621,17.603200912475604,17.094800949096697,16.8787994384766,16.784200668335,16.7350997924805,17.12699,17.55936,16.524801,-1.5883510993129,0.84953512533961,1.0,1.0,-999.0,False,129194.361010105,-162854.853515152,1.0,125653.33,-171858.77,,P,0.555988185840708,-0.7604370353982299,1.0,19,-99
13.0,6865830093983887872,54.719030000000004,134.99127,145.659930043763,3.25175286452133,4.32727703187711,5.2076611398237995,300.32452,-21.439585,17.7609004974365,17.185499191284197,16.9589004516602,16.834100723266598,16.7598991394043,17.228592000000003,17.675022,16.587538000000002,0.569334467916126,-7.52807231313637,1.0,1.0,-999.0,False,56585.0810101042,129823.28248484801,1.0,54719.03,134991.27,,P,0.242119601769911,0.5973065044247788,1.0,19,-99
14.0,6864244430715564288,69.5558,-8.362639999999999,70.0567131787497,3.9075882152189703,3.02193776166856,0.885650453550412,300.39599999999996,-22.049657999999997,17.9633007049561,16.953800201415998,16.5076007843018,16.268499374389602,16.114700317382802,16.967297,17.707968,16.118351,-2.03706724264737,-4.14899567500741,1.0,1.0,-999.0,False,72739.56101009321,-8053.215515151491,1.0,69555.8,-8362.64,,P,0.30776902654867305,-0.0370028318584071,1.0,19,-99
15.0,6852084691105923840,49.62686,-171.00097,178.05661171211997,4.237274531939621,1.8532510525958201,2.3840234793437998,300.30142,-22.737122,18.1774005889893,17.6725006103516,17.4556999206543,17.381900787353498,17.341100692749,17.691404000000002,18.08831,17.087978,-2.91096564407915,-3.19998687473821,1.0,1.0,-999.0,False,51364.4810101043,-163420.079515152,1.0,49626.86,-171000.97,,P,0.219587876106195,-0.756641460176991,1.0,19,-99
16.0,6864486838670057856,-78.24808,85.53291999999999,115.925158733611,-0.22968848662051602,-0.8298480177619121,0.600159531141396,299.71454,-21.64806,16.2800998687744,15.6722002029419,15.436900138855,15.3376998901367,15.262900352478,15.708646,16.18597,15.075273999999999,-1.5298865053937,0.533252173781253,1.0,1.0,-999.0,False,-81270.3989898974,82707.9324848477,1.0,-78248.08,85532.92,,P,-0.34623044247787604,0.37846424778761106,1.0,19,-99
17.0,6864097096158549120,13.7143,-139.66242,140.334149745336,1.46081341756407,1.66867858735248,6.07532013739118,300.13712000000004,-22.608412,18.0734004974365,17.5191993713379,17.3069000244141,17.216899871826197,17.146900177002,17.564676000000002,18.000501999999997,16.944271,1.13341978096186,-2.0114635104059198,1.0,1.0,-999.0,False,14232.681010111399,-134331.61951515198,1.0,13714.3,-139662.42,,P,0.0606827433628319,-0.617975309734513,1.0,19,-99
18.0,6864114168650849664,-34.07549,-108.61876000000001,113.83836806049901,0.9535850041969108,1.2668036326381398,5.96996667873836,299.91638,-22.477957,18.3663005828857,17.447799682617198,17.063400268554698,16.8743000030518,16.75119972229,17.487598000000002,18.15308,16.681501,2.62636233345456,-1.50231948718941,1.0,1.0,-999.0,False,-35654.5589898965,-104848.78951515199,1.0,-34075.49,-108618.76,,P,-0.150776504424779,-0.48061398230088503,1.0,19,-99
19.0,6864207700155177088,9.44857,-101.79139,102.22897120277099,0.7980874071274109,1.66335398674686,5.4179187275601395,300.1177,-22.449522,17.1907005310059,16.5785999298096,16.2789993286133,16.1392993927002,16.040899276733402,16.58624,17.084604000000002,15.90654,3.1763267624050497,-1.2610815024700202,1.0,1.0,-999.0,False,9843.761010105709,-98422.4795151525,1.0,9448.57,-101791.39,,P,0.0418078318584071,-0.4504043805309729,1.0,19,-99
20.0,6852225493016163072,199.23179,-21.9393,200.436122071582,4.738395172807911,3.0319150822992498,1.70648009050867,299.31866,-22.478647,16.8535995483398,16.7910003662109,16.8145999908447,16.8388996124268,16.8160991668701,16.741186,16.88255,16.440392000000003,1.07936386625169,-2.04550660662119,1.0,,,,-170739.278989892,-105004.729515152,0.0,-165615.79,-110728.09,,P,-0.7328132300884959,-0.48994730088495597,1.0,19,-99
21.0,6864148807564518400,-165.61579,-110.72809,199.221735291037,4.84615038551333,0.589328908340825,4.2568214771725,300.9798,-22.104164,16.8222999572754,16.875799179077102,16.9820995330811,17.0475997924805,17.0223999023438,16.801289,16.873306,16.600435,2.26442229184308,-3.65410657100285,1.0,,,,204678.361010105,-20371.5715151523,0.0,199231.79,-21939.3,,P,0.881556592920354,-0.0970765486725664,1.0,19,-99
,Sky-A1-1,-226.46104,82.44066,,,,,299.0590997,-21.667219729,,,,,,,,,,,,,,,,,,-226461.04,82440.66,1.0,S,-1.00204,0.364781681415929,1.0,19,-99
,Sky-A1-2,-222.23219,93.24117,,,,,299.0783687,-21.622344249,,,,,,,,,,,,,,,,,,-222232.19,93241.17,1.0,S,-0.9833282743362829,0.41257154867256607,1.0,19,-99
,Sky-A1-3,-215.68358999999998,102.96401999999999,,,,,299.1074616,-21.581780536999997,,,,,,,,,,,,,,,,,,-215683.59,102964.02,2.0,S,-0.9543521681415931,0.455593008849558,1.0,19,-99
,Sky-A1-4,-208.71842,112.27476000000001,,,,,299.1384338,-21.542899026999997,,,,,,,,,,,,,,,,,,-208718.42,112274.76,3.0,S,-0.923532831858407,0.496790973451327,1.0,19,-99
,Sky-A1-5,-203.07468,122.18704,,,,,299.16400489999995,-21.501703093000003,,,,,,,,,,,,,,,,,,-203074.68,122187.04,3.0,S,-0.898560530973451,0.540650619469026,1.0,19,-99
,Sky-A1-6,-196.96056000000002,131.8163,,,,,299.1916633,-21.461694565,,,,,,,,,,,,,,,,,,-196960.56,131816.3,3.0,S,-0.8715069026548671,0.58325796460177,1.0,19,-99
,Sky-A1-7,-193.60365,143.52243,,,,,299.20794639999997,-21.413606146,,,,,,,,,,,,,,,,,,-193603.65,143522.43,1.0,S,-0.8566533185840709,0.635055,1.0,19,-99
,Sky-A2-1,-3.01251,240.9813,,,,,300.0611293,-21.010097962,,,,,,,,,,,,,,,,,,-3012.51,240981.3,1.0,S,-0.0133296902654867,1.0662889380531,1.0,19,-99
,Sky-A2-2,8.5856,240.84715,,,,,300.1128902,-21.010681635,,,,,,,,,,,,,,,,,,8585.6,240847.15,1.0,S,0.0379893805309735,1.0656953539823,1.0,19,-99
,Sky-A2-3,20.16382,240.15512,,,,,300.16456150000005,-21.01357447,,,,,,,,,,,,,,,,,,20163.82,240155.12,1.0,S,0.0892204424778761,1.06263327433628,1.0,19,-99
,Sky-A2-4,31.169259999999998,234.94142999999997,,,,,300.21383710000003,-21.034226111,,,,,,,,,,,,,,,,,,31169.26,234941.43,3.0,S,0.137917079646018,1.03956384955752,1.0,19,-99
,Sky-A2-5,44.04872,242.02419,,,,,300.2708712,-21.00716273,,,,,,,,,,,,,,,,,,44048.72,242024.19,0.0,S,0.19490584070796502,1.07090349557522,1.0,19,-99
,Sky-A2-6,54.51158,234.75422999999998,,,,,300.3178661,-21.036014801,,,,,,,,,,,,,,,,,,54511.58,234754.23,1.0,S,0.241201681415929,1.0387355309734498,1.0,19,-99
,Sky-A2-7,65.74346,231.85957000000002,,,,,300.3680105,-21.048025055,,,,,,,,,,,,,,,,,,65743.46,231859.57,1.0,S,0.29090026548672604,1.02592730088496,1.0,19,-99
,Sky-A3-1,231.67752000000002,66.38214,,,,,301.1126875,-21.7346773,,,,,,,,,,,,,,,,,,231677.52,66382.14,1.0,S,1.0251217699115,0.293726283185841,1.0,19,-99
,Sky-A3-2,234.60313,55.158280000000005,,,,,301.126093,-21.78132712,,,,,,,,,,,,,,,,,,234603.13,55158.28,1.0,S,1.03806694690265,0.24406318584070802,1.0,19,-99
,Sky-A3-3,235.0185,43.4431,,,,,301.1288472,-21.829983612,,,,,,,,,,,,,,,,,,235018.5,43443.1,2.0,S,1.03990486725664,0.19222610619469002,1.0,19,-99
,Sky-A3-4,238.81857000000002,32.35357,,,,,301.1456031,-21.876146569,,,,,,,,,,,,,,,,,,238818.57,32353.57,1.0,S,1.05671933628319,0.14315738938053102,1.0,19,-99
,Sky-A3-5,238.106,20.65269,,,,,301.14331380000004,-21.924821492,,,,,,,,,,,,,,,,,,238106.0,20652.69,2.0,S,1.05356637168142,0.0913835840707965,1.0,19,-99
,Sky-A3-6,236.82539,9.09574,,,,,301.1384588,-21.972964040999997,,,,,,,,,,,,,,,,,,236825.39,9095.74,3.0,S,1.04789995575221,0.0402466371681416,1.0,19,-99
,Sky-A3-7,236.98875,2.30946,,,,,301.1393765,-22.00123664,,,,,,,,,,,,,,,,,,236988.75,2309.46,3.0,S,1.04862278761062,0.0102188495575221,1.0,19,-99
,Sky-A4-1,210.21182000000002,-117.86456000000001,,,,,301.02090610000005,-22.502026153000003,,,,,,,,,,,,,,,,,,210211.82,-117864.56,1.0,S,0.930140796460177,-0.521524601769911,1.0,19,-99
,Sky-A4-2,204.2974,-127.84223,,,,,300.9945058,-22.543681739,,,,,,,,,,,,,,,,,,204297.4,-127842.23,1.0,S,0.903970796460177,-0.565673584070796,1.0,19,-99
,Sky-A4-3,197.90977,-137.52376999999998,,,,,300.9659518,-22.584111537,,,,,,,,,,,,,,,,,,197909.77,-137523.77,1.0,S,0.875706946902655,-0.608512256637168,1.0,19,-99
,Sky-A4-4,189.47801,-145.66771,,,,,300.9286095,-22.618520091,,,,,,,,,,,,,,,,,,189478.01,-145667.71,2.0,S,0.8383982743362829,-0.644547389380531,1.0,19,-99
,Sky-A4-5,183.77508999999998,-155.90952,,,,,300.9026471,-22.660918735,,,,,,,,,,,,,,,,,,183775.09,-155909.52,1.0,S,0.8131641150442479,-0.6898651327433629,1.0,19,-99
,Sky-A4-6,176.06079,-164.57115,,,,,300.8680415,-22.697116336999997,,,,,,,,,,,,,,,,,,176060.79,-164571.15,1.0,S,0.7790300442477879,-0.7281909292035401,1.0,19,-99
,Sky-A4-7,167.93867,-172.85157,,,,,300.8315716,-22.731728916999998,,,,,,,,,,,,,,,,,,167938.67,-172851.57,1.0,S,0.7430914601769909,-0.7648299557522121,1.0,19,-99
,Sky-A5-1,-148.4702,-189.83588,,,,,299.4033246,-22.802698389,,,,,,,,,,,,,,,,,,-148470.2,-189835.88,1.0,S,-0.656947787610619,-0.8399817699115041,1.0,19,-99
,Sky-A5-2,-157.43205,-182.47249,,,,,299.36300510000007,-22.771888425,,,,,,,,,,,,,,,,,,-157432.05,-182472.49,1.0,S,-0.6966019911504421,-0.807400398230088,1.0,19,-99
,Sky-A5-3,-164.65131,-173.23667,,,,,299.3301983,-22.733708295,,,,,,,,,,,,,,,,,,-164651.31,-173236.67,2.0,S,-0.728545619469027,-0.766533938053097,1.0,19,-99
,Sky-A5-4,-174.24185,-166.49577,,,,,299.28747089999996,-22.705057168000003,,,,,,,,,,,,,,,,,,-174241.85,-166495.77,1.0,S,-0.770981637168142,-0.736706946902655,1.0,19,-99
,Sky-A5-5,-182.05086,-157.91943,,,,,299.2524314,-22.669192675999998,,,,,,,,,,,,,,,,,,-182050.86,-157919.43,1.0,S,-0.805534778761062,-0.6987585398230091,1.0,19,-99
,Sky-A5-6,-189.43818000000002,-148.97731000000002,,,,,299.21931989999996,-22.631806588000003,,,,,,,,,,,,,,,,,,-189438.18,-148977.31,1.0,S,-0.8382220353982299,-0.6591916371681421,1.0,19,-99
,Sky-A5-7,-196.38671000000002,-139.6901,,,,,299.1882124,-22.592986436,,,,,,,,,,,,,,,,,,-196386.71,-139690.1,1.0,S,-0.8689677433628321,-0.61809778761062,1.0,19,-99
,Sky-H1-1,-181.17025,158.92893,,,,,299.2639604,-21.34970819,,,,,,,,,,,,,,,,,,-181170.25,158928.93,1.0,S,-0.8016382743362829,0.703225353982301,1.0,19,-99
,Sky-H1-2,-171.8753,166.07192,,,,,299.30528680000003,-21.319774030999998,,,,,,,,,,,,,,,,,,-171875.3,166071.92,2.0,S,-0.7605101769911501,0.7348315044247791,1.0,19,-99
,Sky-H1-3,-165.05567,175.60663,,,,,299.33641769999997,-21.280572207,,,,,,,,,,,,,,,,,,-165055.67,175606.63,1.0,S,-0.7303348230088499,0.777020486725664,1.0,19,-99
,Sky-H1-4,-153.81915,180.30161,,,,,299.3860152,-21.260419017,,,,,,,,,,,,,,,,,,-153819.15,180301.61,3.0,S,-0.6806157079646021,0.797794734513274,1.0,19,-99
,Sky-H1-5,-147.4127,190.65822,,,,,299.4156091,-21.218209741,,,,,,,,,,,,,,,,,,-147412.7,190658.22,1.0,S,-0.652268584070796,0.8436204424778759,1.0,19,-99
,Sky-H1-6,-136.92273,195.8907,,,,,299.4622615,-21.196153313,,,,,,,,,,,,,,,,,,-136922.73,195890.7,2.0,S,-0.605852787610619,0.866773008849558,1.0,19,-99
,Sky-H1-7,-128.4047,203.94433999999998,,,,,299.5008039,-21.163190489,,,,,,,,,,,,,,,,,,-128404.7,203944.34,1.0,S,-0.568162389380531,0.9024085840707959,1.0,19,-99
,Sky-H1-8,-118.44463999999999,209.88551,,,,,299.54540410000004,-21.138597214,,,,,,,,,,,,,,,,,,-118444.64,209885.51,1.0,S,-0.524091327433628,0.928696946902655,1.0,19,-99
,Sky-H2-1,-100.81652,218.89972999999998,,,,,299.6242841,-21.10129674,,,,,,,,,,,,,,,,,,-100816.52,218899.73,1.0,S,-0.446090796460177,0.968582876106195,1.0,19,-99
,Sky-H2-2,-92.03822,228.13366000000002,,,,,299.6641792,-21.06426032,,,,,,,,,,,,,,,,,,-92038.22,228133.66,0.0,S,-0.4072487610619471,1.0094409734513299,1.0,19,-99
,Sky-H2-3,-79.30977,227.57641,,,,,299.7204391,-21.065412776,,,,,,,,,,,,,,,,,,-79309.77,227576.41,1.0,S,-0.350928185840708,1.00697526548673,1.0,19,-99
,Sky-H2-4,-67.13514,227.29247999999998,,,,,299.7744738,-21.065695024,,,,,,,,,,,,,,,,,,-67135.14,227292.48,3.0,S,-0.29705814159292,1.0057189380531,1.0,19,-99
,Sky-H2-5,-58.25258,239.00342,,,,,299.814923,-21.019398822,,,,,,,,,,,,,,,,,,-58252.58,239003.42,0.0,S,-0.257754778761062,1.05753725663717,1.0,19,-99
,Sky-H2-6,-45.73679,236.62039,,,,,299.8704121,-21.02804663,,,,,,,,,,,,,,,,,,-45736.79,236620.39,1.0,S,-0.20237517699115,1.04699287610619,1.0,19,-99
,Sky-H2-7,-34.29902,238.54692999999997,,,,,299.9214798,-21.020098789000002,,,,,,,,,,,,,,,,,,-34299.02,238546.93,1.0,S,-0.151765575221239,1.05551738938053,1.0,19,-99
,Sky-H2-8,-22.783260000000002,239.92078999999998,,,,,299.9728867,-21.014439564,,,,,,,,,,,,,,,,,,-22783.26,239920.79,1.0,S,-0.10081088495575201,1.0615964159292,1.0,19,-99
,Sky-H3-1,181.54934,152.34447,,,,,300.88723930000003,-21.377159805999998,,,,,,,,,,,,,,,,,,181549.34,152344.47,3.0,S,0.8033156637168141,0.674090575221239,1.0,19,-99
,Sky-H3-2,191.8534,145.85381999999998,,,,,300.93255800000003,-21.404683751,,,,,,,,,,,,,,,,,,191853.4,145853.82,1.0,S,0.848908849557522,0.645370884955752,1.0,19,-99
,Sky-H3-3,198.64883999999998,136.45401999999999,,,,,300.9631501,-21.443687777,,,,,,,,,,,,,,,,,,198648.84,136454.02,1.0,S,0.878977168141593,0.6037788495575219,1.0,19,-99
,Sky-H3-4,204.98415,126.73816000000001,,,,,300.9917057,-21.484010509,,,,,,,,,,,,,,,,,,204984.15,126738.16,1.0,S,0.907009513274336,0.5607883185840711,1.0,19,-99
,Sky-H3-5,210.84465,116.72873,,,,,301.0181579,-21.525559556999998,,,,,,,,,,,,,,,,,,210844.65,116728.73,1.0,S,0.9329409292035401,0.516498805309734,1.0,19,-99
,Sky-H3-6,216.21677000000003,106.44891000000001,,,,,301.0424445,-21.568239623,,,,,,,,,,,,,,,,,,216216.77,106448.91,1.0,S,0.9567113716814158,0.471012876106195,1.0,19,-99
,Sky-H3-7,221.08806,95.92253000000001,,,,,301.0645081,-21.611952654,,,,,,,,,,,,,,,,,,221088.06,95922.53,1.0,S,0.9782657522123891,0.424435973451327,1.0,19,-99
,Sky-H3-8,225.44672000000003,85.17533,,,,,301.0842939,-21.656592599,,,,,,,,,,,,,,,,,,225446.72,85175.33,1.0,S,0.99755185840708,0.37688199115044196,1.0,19,-99
,Sky-H4-1,239.9828,-22.12059,,,,,301.15231539999996,-22.102846422,,,,,,,,,,,,,,,,,,239982.8,-22120.59,1.0,S,1.06187079646018,-0.0978787168141593,1.0,19,-99
,Sky-H4-2,243.59146,-34.339490000000005,,,,,301.16732360000003,-22.153401468000002,,,,,,,,,,,,,,,,,,243591.46,-34339.49,0.0,S,1.0778383185840699,-0.151944646017699,1.0,19,-99
,Sky-H4-3,236.74552000000003,-45.084590000000006,,,,,301.1383998,-22.198501903,,,,,,,,,,,,,,,,,,236745.52,-45084.59,1.0,S,1.04754654867257,-0.199489336283186,1.0,19,-99
,Sky-H4-4,234.30212999999998,-56.423190000000005,,,,,301.1277245,-22.245752193,,,,,,,,,,,,,,,,,,234302.13,-56423.19,1.0,S,1.03673508849558,-0.24966013274336302,1.0,19,-99
,Sky-H4-5,227.47662000000003,-66.50856,,,,,301.0984318,-22.288203315,,,,,,,,,,,,,,,,,,227476.62,-66508.56,3.0,S,1.0065337168141602,-0.29428566371681397,1.0,19,-99
,Sky-H4-6,225.90356,-78.02935,,,,,301.0910932,-22.336060315,,,,,,,,,,,,,,,,,,225903.56,-78029.35,2.0,S,0.999573274336283,-0.345262610619469,1.0,19,-99
,Sky-H4-7,223.74452999999997,-89.55136,,,,,301.0811152,-22.383880914000002,,,,,,,,,,,,,,,,,,223744.53,-89551.36,1.0,S,0.9900200442477879,-0.396244955752212,1.0,19,-99
,Sky-H4-8,215.5394,-98.54829000000001,,,,,301.04548819999997,-22.421974463,,,,,,,,,,,,,,,,,,215539.4,-98548.29,3.0,S,0.9537141592920351,-0.43605438053097295,1.0,19,-99
,Sky-H5-1,41.48761,-235.37157000000002,,,,,300.2613796,-22.99393786,,,,,,,,,,,,,,,,,,41487.61,-235371.57,2.0,S,0.18357349557522099,-1.04146712389381,1.0,19,-99
,Sky-H5-2,30.366870000000002,-239.07931000000002,,,,,300.21101219999997,-23.008866913000002,,,,,,,,,,,,,,,,,,30366.87,-239079.31,1.0,S,0.134366681415929,-1.05787305309735,1.0,19,-99
,Sky-H5-3,18.67234,-238.26948,,,,,300.1581869,-23.006084534,,,,,,,,,,,,,,,,,,18672.34,-238269.48,2.0,S,0.0826209734513274,-1.05428973451327,1.0,19,-99
,Sky-H5-4,7.186560000000001,-238.89192999999997,,,,,300.1062291,-23.008694354,,,,,,,,,,,,,,,,,,7186.56,-238891.93,2.0,S,0.0317989380530973,-1.0570439380531,1.0,19,-99
,Sky-H5-5,-4.35197,-240.96083,,,,,300.0540372,-23.016752061,,,,,,,,,,,,,,,,,,-4351.97,-240960.83,1.0,S,-0.0192565044247788,-1.06619836283186,1.0,19,-99
,Sky-H5-6,-15.940570000000001,-240.47237,,,,,300.0016389,-23.014706985,,,,,,,,,,,,,,,,,,-15940.57,-240472.37,1.0,S,-0.0705334955752212,-1.06403703539823,1.0,19,-99
,Sky-H5-7,-28.0626,-244.39413,,,,,299.9469855,-23.029554681999997,,,,,,,,,,,,,,,,,,-28062.6,-244394.13,0.0,S,-0.12417079646017698,-1.08138995575221,1.0,19,-99
,Sky-H5-8,-38.65529,-235.85327999999998,,,,,299.89886010000004,-22.995962414,,,,,,,,,,,,,,,,,,-38655.29,-235853.28,2.0,S,-0.17104110619469,-1.0435985840708002,1.0,19,-99
,Sky-H6-1,-58.36925,-233.82492000000002,,,,,299.80984,-22.986864571999998,,,,,,,,,,,,,,,,,,-58369.25,-233824.92,1.0,S,-0.258271017699115,-1.03462353982301,1.0,19,-99
,Sky-H6-2,-69.55194,-230.74572999999998,,,,,299.7593113,-22.973967798,,,,,,,,,,,,,,,,,,-69551.94,-230745.73,1.0,S,-0.307751946902655,-1.02099880530973,1.0,19,-99
,Sky-H6-3,-79.23618,-223.3621,,,,,299.7152178,-22.944186456999997,,,,,,,,,,,,,,,,,,-79236.18,-223362.1,3.0,S,-0.350602566371681,-0.988327876106195,1.0,19,-99
,Sky-H6-4,-91.4085,-222.99226000000002,,,,,299.6605975,-22.941496391999998,,,,,,,,,,,,,,,,,,-91408.5,-222992.26,1.0,S,-0.40446238938053103,-0.9866914159292041,1.0,19,-99
,Sky-H6-5,-102.03171999999999,-218.33596,,,,,299.6126451,-22.921998241,,,,,,,,,,,,,,,,,,-102031.72,-218335.96,1.0,S,-0.45146778761061995,-0.966088318584071,1.0,19,-99
,Sky-H6-6,-112.41861000000002,-213.17391,,,,,299.56578010000004,-22.900384513000002,,,,,,,,,,,,,,,,,,-112418.61,-213173.91,1.0,S,-0.49742747787610603,-0.9432473893805309,1.0,19,-99
,Sky-H6-7,-121.52807,-205.79584,,,,,299.5244322,-22.870029019,,,,,,,,,,,,,,,,,,-121528.07,-205795.84,2.0,S,-0.53773482300885,-0.910601061946903,1.0,19,-99
,Sky-H6-8,-131.28781,-199.71107,,,,,299.48042010000006,-22.844545034,,,,,,,,,,,,,,,,,,-131287.81,-199711.07,2.0,S,-0.5809195132743361,-0.883677300884956,1.0,19,-99
,Sky-H7-1,-205.47015,-122.07791999999999,,,,,299.14720689999996,-22.519730983000002,,,,,,,,,,,,,,,,,,-205470.15,-122077.92,2.0,S,-0.9091599557522121,-0.540167787610619,1.0,19,-99
