#OBSTEMP,8
#CONFIGTEMP,19
#EQUINOX,J2000.0
#CENTRE,19 59 19.69,-22 03 15.8 #Field centre
#UTTIME,12 00 00.00 #Target observing time
#UTDATE,2021 07 10 #Target observing date
#PLATEID,a test_plateID
#LABEL,a test_label
#TILING_DATE,2021 06 07 # Date the tile was created/configured
#PROXIMITY,220 # tiling proximity value in arcseconds
"probe","ID","x","y","rads","angs","azAngs","angs_azAng","RA","DEC","g_mag","r_mag","i_mag","z_mag","y_mag","GAIA_g_mag","GAIA_bp_mag","GAIA_rp_mag","pmRA","pmDEC","priority","remaining_observations","Tile_number","COMPLETED","MagnetX_noDC","MagnetY_noDC","type","MagnetX","MagnetY","Position","fibre_type","fraction_plate_radius_X","fraction_plate_radius_Y"
1,"6864448527563167872",-165.81433,85.75014,186.674793540447,2.37949435417346,-0.477269763012584,2.85676411718604,299.07816,-21.690172,18.7126998901367,17.4873008728027,16.8787002563477,16.5018997192383,16.2789001464844,17.453402,18.404648,16.450336,0.16895390865633,-9.54603749285528,1,1,-999,"False",-170379.642222215,82314.875111111,1,-165814.33,85750.14,NA,"P",-0.733691725663717,0.379425398230089
2,"6864149494759308544",-122.20769,-100.10147,157.971591722363,2.05034823658524,0.68628490066334,1.3640633359219,299.27017,-22.478384,18.4403991699219,17.8318004608154,17.5424995422363,17.4277000427246,17.3605003356934,17.857153,18.31713,17.156464,0.987010987088613,-8.9881703933867,1,1,-999,"False",-126985.382222219,-95821.0368888885,1,-122207.69,-100101.47,NA,"P",-0.540741991150443,-0.44292685840708
3,"6864216010913010176",85.99098,-61.19461,105.542545612717,1.52048823403569,2.5230973376506,5.28057620356468,300.2295,-22.315722,18.2178001403809,17.67919921875,17.4400997161865,17.3323001861572,17.2630996704102,17.707794,18.143147,17.06799,6.78548955118379,-9.77518167258723,1,1,-999,"False",89823.197777773,-59059.4248888891,1,85990.98,-61194.61,NA,"P",0.380491061946903,-0.270772610619469
4,"6864209315062883840",68.75961,-83.51807,108.181107333383,0.83232144182496,2.25957816797768,4.85592858102686,300.1499,-22.411217,15.6707000732422,15.1770000457764,14.9790000915527,14.907600402832,14.8409004211426,15.1968355,15.596844,14.626924,0.771979184766607,-1.38072547762208,1,1,-999,"False",71833.5977777796,-80641.294888889,1,68759.61,-83518.07,NA,"P",0.304246061946903,-0.369548982300885
5,"6864397812588878592",-176.46316,48.97534,183.133368792531,2.14134418568101,-0.270724800481037,2.41206898616205,299.02826,-21.845161,16.8188991546631,16.2553997039795,15.9965000152588,15.8861999511719,15.8070001602173,16.264757,16.722567,15.627673,0.71845252129749,-11.6205489037395,1,1,-999,"False",-181657.042222223,47287.3611111117,1,-176463.16,48975.34,NA,"P",-0.780810442477876,0.216705044247788
6,"6864511199724553472",-1.00613,115.59319,115.597568624747,3.12841180734766,-1.56209248712406,4.69050429447172,299.82764,-21.560463,16.9190006256104,16.4899005889893,16.3092002868652,16.242000579834,16.2024993896484,16.497278,16.856071,15.957635,2.04140406642835,-4.42562913369279,1,1,-999,"False",-997.162222226848,111629.109111111,1,-1006.13,115593.19,NA,"P",-0.00445190265486726,0.511474292035398
7,"6864393826859104128",-148.25972,35.90058,152.544407366559,2.32143841280801,-0.237573634237393,2.5590120470454,299.15262,-21.90017,18.4053001403809,17.3351001739502,16.8460998535156,16.6189002990723,16.4452991485596,17.344845,18.097834,16.44919,4.07187810843322,-1.14475382254018,1,1,-999,"False",-153551.682222218,34855.3271111105,1,-148259.72,35900.58,NA,"P",-0.656016460176991,0.158852123893805
8,"6864219966581824640",108.84191,-22.47073,111.137280330144,4.14214126041226,2.93800013370646,1.2041411267058,300.3343,-22.149797,17.5671997070313,17.019100189209,16.7856006622314,16.6884994506836,16.6105995178223,17.044432,17.472403,16.41637,-1.84644363190436,-2.34019118791454,1,1,-999,"False",113507.997777776,-21560.3748888888,1,108841.91,-22470.73,NA,"P",0.481601371681416,-0.0994280088495575
9,"6864156504145789952",-67.15265,-108.54052,127.634332700465,-1.17810910811218,1.01674930731459,4.08832689175282,299.52182,-22.516893,18.1049003601074,17.3348999023438,16.9813003540039,16.8110008239746,16.6914005279541,17.357426,17.953102,16.612997,1.31473434624861,-7.34828403759753,1,1,-999,"False",-70112.482222223,-104524.070888889,1,-67152.65,-108540.52,NA,"P",-0.297135619469027,-0.480267787610619
10,"6864154644420416768",-69.55287,-135.45724,152.270370045044,2.34197247868064,1.09643297559443,1.24553950308621,299.5115,-22.629732,18.5184001922607,17.9855003356934,17.7677993774414,17.6961002349854,17.6095008850098,18.0226,18.46067,17.393593,-1.94282438633648,0.264870358786525,1,1,-999,"False",-72444.8022222182,-130025.684888889,1,-69552.87,-135457.24,NA,"P",-0.307756061946903,-0.599368318584071
