#OBSTEMP,8
#CONFIGTEMP,19
#EQUINOX,J2000.0
#CENTRE,19 59 40.71,-21 57 34.0 #Field centre
#UTTIME,12 00 00.00 #Target observing time
#UTDATE,2021 07 10 #Target observing date
#PLATEID,a test_plateID
#LABEL,300_m20_comissioning Tile 012
#TILING_DATE,2021 06 07 # Date the tile was created/configured
#PROXIMITY,220 # tiling proximity value in arcseconds
"probe","ID","x","y","rads","angs","azAngs","angs_azAng","RA","DEC","g_mag","r_mag","i_mag","z_mag","y_mag","GAIA_g_mag","GAIA_bp_mag","GAIA_rp_mag","pmRA","pmDEC","priority","remaining_observations","Tile_number","COMPLETED","MagnetX_noDC","MagnetY_noDC","type","MagnetX","MagnetY","Position","fibre_type","fraction_plate_radius_X","fraction_plate_radius_Y"
1,"6865835767637732608",133.52203,154.35462,204.091845037143,0.124950511200531,3.99923126382547,2.40890455455464,300.52332,-21.308714,17.630199432373,17.0032997131348,16.7369995117188,16.6011009216309,16.5111999511719,17.033102,17.529543,16.363613,1.80263217479174,-2.43607227720878,1,1,-999,"False",136429.182105276,147064.376342105,1,133522.03,154354.62,NA,"P",0.590805442477876,0.682985044247787
2,"6864228075479921792",153.13526,-58.48166,163.922275519904,0.49228737016347,2.77679039863874,3.99868227870432,300.62112,-22.20616,16.3460998535156,15.7649002075195,15.5321998596191,15.417200088501,15.329400062561,15.800417,16.269836,15.164411,12.7762073002234,-2.97378119384599,1,1,-999,"False",158531.982105277,-55758.4196578952,1,153135.26,-58481.66,NA,"P",0.677589646017699,-0.258768407079646
3,"6864173920234053760",-130.5133,-100.87945,164.955705900683,-1.4569384922304,0.658024184557811,4.16822263039137,299.32074,-22.38606,18.9034996032715,17.80419921875,17.3187007904053,17.0765991210938,16.9318008422852,17.819502,18.560982,16.943092,4.76176119189494,0.726410799467781,1,1,-999,"False",-135353.897894727,-96415.8196578952,1,-130513.3,-100879.45,NA,"P",-0.577492477876106,-0.446369247787611
4,"6864499379974672384",-90.13511,87.86468,125.87509700578,-0.233704155500537,-0.772643615305277,0.53893945980474,299.50613,-21.58387,18.5265998840332,17.3799991607666,16.8759994506836,16.628999710083,16.4613990783691,17.386246,18.094404,16.497244,-2.56209831520376,-13.193202728846,1,1,-999,"False",-93455.7578947307,84879.1203421047,1,-90135.11,87864.68,NA,"P",-0.398827920353982,0.388781769911504
5,"6864374207449187712",-162.11349,-18.8816,163.209370008404,-1.55384091779658,0.115949068434694,4.61339532094831,299.17737,-22.037703,18.2863006591797,17.7765007019043,17.5604000091553,17.4615001678467,17.3850002288818,17.804771,18.227592,17.198141,-3.71831005487079,-3.06171959369608,1,1,-999,"False",-167755.517894728,-17687.1376578951,1,-162113.49,-18881.6,NA,"P",-0.717316327433628,-0.0835469026548672
6,"6865755743806897152",185.41848,40.99472,189.896234279116,0.963794815887062,3.35918521901406,3.88779490405259,300.76248,-21.784513,17.2399005889893,16.6333999633789,16.3791999816895,16.2705001831055,16.1830005645752,16.665527,17.135944,16.016777,2.33516963741608,-5.66738697384517,1,1,-999,"False",190479.342105269,39533.8023421049,1,185418.48,40994.72,NA,"P",0.820435752212389,0.181392566371681
7,"6864587890661251712",-33.67791,203.46768,206.23602601522,0.509186686347658,-1.4067638209932,1.91595050734086,299.76807,-21.102957,16.1905002593994,15.5614004135132,15.3037996292114,15.1932001113892,15.1005001068115,15.595767,16.086288,14.942831,-3.21397550953983,-3.42749149857449,1,1,-999,"False",-34257.3178947221,193565.458342105,1,-33677.91,203467.68,NA,"P",-0.149017300884956,0.900299469026549
8,"6864556863817126528",-125.11508,144.46893,191.115292372827,0.419266871944215,-0.857066740377466,1.27633361232168,299.35278,-21.348452,16.729700088501,16.1282005310059,15.8613004684448,15.752799987793,15.6614999771118,16.155796,16.632523,15.507327,0.203108373016154,-4.30172282776843,1,1,-999,"False",-128112.857894728,138083.588342105,1,-125115.08,144468.93,NA,"P",-0.553606548672566,0.639243053097345
9,"6864489381290760832",-110.13316,43.46888,118.401251936118,-0.682248972575406,-0.375923749709736,5.97686008431392,299.41312,-21.772861,17.2444000244141,16.694299697876,16.4512004852295,16.3348999023438,16.2423992156982,16.717842,17.154802,16.077414,0.0700952469544946,5.24083249151916,1,1,-999,"False",-114476.017894729,42167.1543421052,1,-110133.16,43468.88,NA,"P",-0.487314867256637,0.19234017699115
10,"6852191275014265728",153.43796,-101.31201,183.867699553787,4.24930658002999,2.55802465957088,1.6912819204591,300.62054,-22.386105,14.9413003921509,14.3253002166748,14.0931997299194,13.9882001876831,13.9257001876831,14.363163,14.849232,13.732016,-10.5967641178772,-15.4872412650981,1,1,-999,"False",158400.902105274,-96425.9896578952,1,153437.96,-101312.01,NA,"P",0.678929026548673,-0.448283230088496
11,"6864241750656489600",186.67311,5.85951,186.765049874199,0.799176072854699,3.1729714993172,3.90938988071709,300.7695,-21.932735,17.2653999328613,16.6040992736816,16.3297004699707,16.2061996459961,16.1240997314453,16.640617,17.139017,15.964775,0.990339261850638,1.45751921042832,1,1,-999,"False",192065.862105271,6035.63034210475,1,186673.11,5859.51,NA,"P",0.82598721238938,0.0259270353982301
12,"6864206394485114880",91.62468,-67.99309,114.097073901352,4.19044660580565,2.50317790225055,1.68726870355509,300.34247,-22.249468,17.7586002349854,17.1697006225586,16.9153995513916,16.8008003234863,16.7141990661621,17.194128,17.67346,16.539747,0.951416110206313,-9.4844096889238,1,1,-999,"False",95557.0821052709,-65546.0276578951,1,91624.68,-67993.09,NA,"P",0.405418938053097,-0.300854380530973
13,"6864167460605096320",-29.39698,-77.10946,82.5230346910001,-0.852028941932067,1.2065688362717,4.22458752897582,299.7834,-22.28966,18.471700668335,17.8848991394043,17.6259994506836,17.488000869751,17.421199798584,17.908361,18.342442,17.234472,0.227163171559869,-7.10367642336238,1,1,-999,"False",-30792.7378947336,-74629.4196578953,1,-29396.98,-77109.46,NA,"P",-0.130075132743363,-0.341192300884956
14,"6864156538505450880",-65.05451,-146.5086,160.302399062834,2.23675457586837,1.15291644334511,1.08383813252326,299.62033,-22.580904,16.8276996612549,16.1744995117188,15.888500213623,15.7509002685547,15.6718997955322,16.199142,16.71365,15.518945,6.41371453932612,-4.28019970721315,1,1,-999,"False",-67646.5578947347,-140450.563657895,1,-65054.51,-146508.6,NA,"P",-0.287851814159292,-0.64826814159292
15,"6852177324960394624",137.12721,-161.2306,211.658163317043,0.441268228382801,2.27558269950523,4.44887083605716,300.5433,-22.63546,18.1233997344971,17.5510005950928,17.2952995300293,17.1907997131348,17.1070003509521,17.575422,18.044203,16.93636,-3.55573404288124,-5.80032744293441,1,1,-999,"False",140944.66210527,-152780.219657895,1,137127.21,-161230.6,NA,"P",0.606757566371681,-0.713409734513274
16,"6864291434837977344",-16.09098,22.75247,27.8674456752193,3.5443711848338,-0.955241782613075,4.49961296744687,299.84503,-21.861435,16.3230991363525,15.5507001876831,15.1690998077393,14.9856996536255,14.851900100708,15.554798,16.173613,14.795486,1.31484920278236,-2.46730943053585,1,1,-999,"False",-16864.3578947253,22149.4303421049,1,-16090.98,22752.47,NA,"P",-0.0711990265486726,0.100674646017699
17,"6864147944271593216",-141.20478,-139.90493,198.776707219818,2.59405832451738,0.780774200973868,1.81328412354351,299.27512,-22.54751,17.9724998474121,17.5158996582031,17.3045997619629,17.2248992919922,17.1781005859375,17.533138,17.91974,16.932993,-4.24077014226412,0.116181005670185,1,1,-999,"False",-145664.017894724,-132903.519657895,1,-141204.78,-139904.93,NA,"P",-0.624799911504425,-0.619048362831858
18,"6864099673138811392",28.14135,-155.86015,158.380307923192,1.30929148717183,1.74942692339385,5.84304987095757,300.0488,-22.62107,18.2180995941162,17.6065998077393,17.125,16.8048992156982,16.7262001037598,18.255005,17.66748,16.436844,-0.13136757965099,0.553666123807037,1,1,-999,"False",29187.6621052792,-149528.079657895,1,28141.35,-155860.15,NA,"P",0.124519247787611,-0.689646681415929
