#OBSTEMP,8
#CONFIGTEMP,19
#EQUINOX,J2000.0
#CENTRE,17 57 37.00,-21 42 19.8 #Field centre
#UTTIME,14 00 00.00 #Target observing time
#UTDATE,2021 07 10 #Target observing date
#PLATEID,a test_plateID
#LABEL,270_m20_comissioning Tile 001
#TILING_DATE,2021 06 15 # Date the tile was created/configured
#PROXIMITY,220 # tiling proximity value in arcseconds
"probe","ID","x","y","rads","angs","azAngs","angs_azAng","RA","DEC","g_mag","r_mag","i_mag","z_mag","y_mag","GAIA_g_mag","GAIA_bp_mag","GAIA_rp_mag","pmRA","pmDEC","Re","GAL_MU_E_R","Mstar","priority","remaining_observations","Tile_number","COMPLETED","MagnetX_noDC","MagnetY_noDC","type","MagnetX","MagnetY","SkyFibrePosition","fibre_type","fraction_plate_radius_X","fraction_plate_radius_Y"
1,"4070274643134280576",-49.34804,-187.79754,194.172977218492,5.16527433983224,1.31383302554306,3.85144131428918,269.179,-22.496954,20.5969009399414,17.888500213623,16.2929992675781,15.3048000335693,14.6976003646851,16.928947,19.24595,15.505719,0.884260780871221,-0.804766564346676,1,19,-99,1,1,-999,"False",-50887.6359183763,-178866.676081633,1,-49348.04,-187797.54,NA,"P",-0.218354159292035,-0.830962566371681
2,"4070811063041051264",142.13807,152.48604,208.459164677897,0.116343287527294,3.96209900303263,2.43742959167425,270.0447,-21.063076,20.2752990722656,17.986499786377,16.6187000274658,15.6851997375488,15.1237001419067,17.223228,19.172884,15.842037,0.570441366457208,-3.77554420392789,1,19,-99,1,1,-999,"False",144760.564081625,145189.751918367,1,142138.07,152486.04,NA,"P",0.628929513274336,0.674716991150442
3,"4070596731382601472",-35.09634,67.85425,76.3934049801297,6.009191775071,-1.0934589188634,0.819465386754814,269.24255,-21.414516,19.511100769043,17.1716995239258,15.7813997268677,14.9499998092651,14.4258003234863,16.459513,18.322767,15.060366,-2.55855257371268,-6.49412028932551,1,19,-99,1,1,-999,"False",-36525.3359183716,65764.311918367,1,-35096.34,67854.25,NA,"P",-0.155293539823009,0.300240044247788
4,"4070351879496114432",-50.38623,-66.67239,83.5702085789248,5.39252824464296,0.923639002635423,4.46888924200754,269.1714,-21.990915,19.3668994903564,17.8353004455566,16.9705009460449,16.4379997253418,16.1390991210938,17.592339,18.770119,16.396118,-1.89768254453174,-4.10620013932001,1,19,-99,1,0,0,"True",-52605.2359183691,-64501.8620816335,1,-50386.23,-66672.39,NA,"P",-0.222947920353982,-0.295010575221239
5,"4070792066433946368",65.48038,121.48439,138.007743183549,0.0324706703242352,4.218028400182,2.09762757732183,269.7033,-21.18782,17.0380001068115,16.091100692749,15.5604000091553,15.1662998199463,14.897500038147,15.984406,16.799358,15.074753,-1.12891415869928,-2.13367832430726,1,19,-99,1,0,0,"True",67604.1640816326,116997.607918367,1,65480.38,121484.39,NA,"P",0.289736194690265,0.537541548672566
6,"4070773202937343872",127.19874,74.914,147.619872827433,3.64888814278062,3.67384929510866,6.25822415485155,269.98535,-21.385813,17.4822006225586,16.1424999237061,15.3784999847412,14.8948001861572,14.5909996032715,15.935421,17.049915,14.872025,4.13706481248771,0.475908901307313,1,19,-99,1,0,0,"True",131347.464081626,72251.189918367,1,127198.74,74914,NA,"P",0.562826283185841,0.331477876106195
7,"4070285432092315520",8.44799,-137.71755,137.976418684653,1.47539407652198,1.63206242840249,6.12651695529908,269.44302,-22.29182,19.7395992279053,17.3980007171631,16.0142993927002,15.1591997146606,14.6511001586914,16.695862,18.684076,15.338484,2.64945557405821,-4.75807464480315,1,19,-99,1,0,0,"True",8780.88408162739,-132506.392081634,1,8447.99,-137717.55,NA,"P",0.0373804867256637,-0.609369690265487
8,"4070388098997546112",-0.91792,-2.81783,2.96356930664697,5.74679334785303,1.25588241723531,4.49091093061772,269.3998,-21.71796,17.7842998504639,16.9323997497559,16.5496006011963,16.3120994567871,16.1979007720947,16.921299,17.607594,16.11043,0.697138974489484,1.69205473127009,1,19,-99,1,0,0,"True",-986.835918364136,-2814.03208163361,1,-917.92,-2817.83,NA,"P",-0.00406159292035398,-0.0124682743362832
9,"4070691220598171904",129.80485,-66.8744,146.018781185444,0.886532247923215,2.66586556453925,4.50385199056355,269.9994,-21.988827,18.091100692749,16.7423992156982,16.0009994506836,15.5371999740601,15.2420997619629,16.572155,17.673615,15.493489,0.393533545639257,-6.48610045461883,1,19,-99,1,0,0,"True",134522.764081625,-64029.9740816334,1,129804.85,-66874.4,NA,"P",0.574357743362832,-0.295904424778761
10,"4070727397076064256",200.69701,11.66886,201.035947324452,4.76144869213846,3.19966894442587,1.56177974771259,269.78555,-21.708963,14.6700000762939,14.2375001907349,14.0748996734619,13.944299697876,13.8674001693726,14.240465,14.6163645,13.695817,1.96866667425564,-2.80380448502531,NA,NA,NA,1,NA,NA,"",86192.6640816298,-780.710081633423,0,82717.43,-903.81,NA,"P",0.366006327433628,-0.0039991592920354
11,"4070713760586689280",82.71743,-0.90381,82.7223675816946,5.89487619930743,3.13066661255356,2.76420958675386,270.31348,-21.653938,15.2375001907349,14.6808996200562,14.4500999450684,14.3044996261597,14.2305002212524,14.687886,15.149927,14.058871,0.721244529568535,-5.23105283315316,NA,NA,NA,1,NA,NA,"",205504.844081636,11654.9399183667,0,200697.01,11668.86,NA,"P",0.888039867256637,0.0516321238938053
NA,"Sky-A1-1",-226.46104,82.44066,NA,NA,NA,NA,268.3912479,-21.35897374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-226461.04,82440.66,1,"S",-1.00204,0.364781681415929
NA,"Sky-A1-2",-222.23219,93.24117,NA,NA,NA,NA,268.4104512,-21.314092997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-222232.19,93241.17,1,"S",-0.983328274336283,0.412571548672566
NA,"Sky-A1-3",-217.48859,103.8257,NA,NA,NA,NA,268.4319392,-21.270121858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-217488.59,103825.7,1,"S",-0.96233889380531,0.459405752212389
NA,"Sky-A1-4",-212.24121,114.16975,NA,NA,NA,NA,268.4556607,-21.227161421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-212241.21,114169.75,1,"S",-0.939120398230089,0.505175884955752
NA,"Sky-A1-5",-206.50222,124.24934,NA,NA,NA,NA,268.4815592,-21.185310537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-206502.22,124249.34,1,"S",-0.913726637168142,0.549775840707965
NA,"Sky-A1-6",-200.2849,134.04112,NA,NA,NA,NA,268.5095737,-21.144665358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-200284.9,134041.12,1,"S",-0.886216371681416,0.593102300884956
NA,"Sky-A1-7",-193.60365,143.52243,NA,NA,NA,NA,268.5396384,-21.105319104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-193603.65,143522.43,1,"S",-0.856653318584071,0.635055
NA,"Sky-A2-1",-3.01251,240.9813,NA,NA,NA,NA,269.3907786,-20.701601826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-3012.51,240981.3,1,"S",-0.0133296902654867,1.0662889380531
NA,"Sky-A2-2",8.5856,240.84715,NA,NA,NA,NA,269.4424276,-20.702174689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,8585.6,240847.15,1,"S",0.0379893805309735,1.0656953539823
NA,"Sky-A2-3",20.16382,240.15512,NA,NA,NA,NA,269.493988,-20.705056951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,20163.82,240155.12,1,"S",0.0892204424778761,1.06263327433628
NA,"Sky-A2-4",31.69534,238.90682,NA,NA,NA,NA,269.5453428,-20.710241917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,31695.34,238906.82,1,"S",0.140244867256637,1.05710982300885
NA,"Sky-A2-5",43.15344,237.10513,NA,NA,NA,NA,269.596375,-20.717717717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,43153.44,237105.13,1,"S",0.190944424778761,1.04913774336283
NA,"Sky-A2-6",54.51158,234.75423,NA,NA,NA,NA,269.6469686,-20.727467193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,54511.58,234754.23,1,"S",0.241201681415929,1.03873553097345
NA,"Sky-A2-7",65.74346,231.85957,NA,NA,NA,NA,269.6970086,-20.739468015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,65743.46,231859.57,1,"S",0.290900265486726,1.02592730088496
NA,"Sky-A3-1",231.67752,66.38214,NA,NA,NA,NA,270.440263,-21.425999351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,231677.52,66382.14,1,"S",1.0251217699115,0.293726283185841
NA,"Sky-A3-2",234.60313,55.15828,NA,NA,NA,NA,270.4536516,-21.472646855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,234603.13,55158.28,1,"S",1.03806694690265,0.244063185840708
NA,"Sky-A3-3",236.98531,43.80666,NA,NA,NA,NA,270.4646212,-21.519837486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,236985.31,43806.66,1,"S",1.04860756637168,0.193834778761062
NA,"Sky-A3-4",238.81857,32.35357,NA,NA,NA,NA,270.4731445,-21.567462481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,238818.57,32353.57,1,"S",1.05671933628319,0.143157389380531
NA,"Sky-A3-5",240.09865,20.82553,NA,NA,NA,NA,270.4791995,-21.615412009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,240098.65,20825.53,1,"S",1.06238340707965,0.0921483628318584
NA,"Sky-A3-6",240.82258,9.24926,NA,NA,NA,NA,270.4827701,-21.663575292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,240822.58,9249.26,1,"S",1.06558663716814,0.0409259292035398
NA,"Sky-A3-7",240.98869,2.34844,NA,NA,NA,NA,270.4837112,-21.692292611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,240988.69,2348.44,1,"S",1.06632163716814,0.0103913274336283
NA,"Sky-A4-1",210.21182,-117.86456,NA,NA,NA,NA,270.3489152,-22.193345247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,210211.82,-117864.56,1,"S",0.930140796460177,-0.521524601769911
NA,"Sky-A4-2",204.2974,-127.84223,NA,NA,NA,NA,270.322589,-22.235003334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,204297.4,-127842.23,1,"S",0.903970796460177,-0.565673584070796
NA,"Sky-A4-3",197.90977,-137.52377,NA,NA,NA,NA,270.2941139,-22.275435997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,197909.77,-137523.77,1,"S",0.875706946902655,-0.608512256637168
NA,"Sky-A4-4",191.06371,-146.88677,NA,NA,NA,NA,270.2635546,-22.314548776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,191063.71,-146886.77,1,"S",0.845414646017699,-0.649941460176991
NA,"Sky-A4-5",183.77509,-155.90952,NA,NA,NA,NA,270.230981,-22.352250063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,183775.09,-155909.52,1,"S",0.813164115044248,-0.689865132743363
NA,"Sky-A4-6",176.06079,-164.57115,NA,NA,NA,NA,270.196468,-22.388451688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,176060.79,-164571.15,1,"S",0.779030044247788,-0.72819092920354
NA,"Sky-A4-7",167.93867,-172.85157,NA,NA,NA,NA,270.1600949,-22.4230687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,167938.67,-172851.57,1,"S",0.743091460176991,-0.764829955752212
NA,"Sky-A5-1",-148.4702,-189.83588,NA,NA,NA,NA,268.7352395,-22.494334696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-148470.2,-189835.88,1,"S",-0.656947787610619,-0.839981769911504
NA,"Sky-A5-2",-157.43205,-182.47249,NA,NA,NA,NA,268.6950003,-22.463536445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-157432.05,-182472.49,1,"S",-0.696601991150442,-0.807400398230088
NA,"Sky-A5-3",-166.02924,-174.68645,NA,NA,NA,NA,268.6564276,-22.430975328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-166029.24,-174686.45,1,"S",-0.734642654867257,-0.77294889380531
NA,"Sky-A5-4",-174.24185,-166.49577,NA,NA,NA,NA,268.6196112,-22.396727677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-174241.85,-166495.77,1,"S",-0.770981637168142,-0.736706946902655
NA,"Sky-A5-5",-182.05086,-157.91943,NA,NA,NA,NA,268.5846363,-22.360873871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-182050.86,-157919.43,1,"S",-0.805534778761062,-0.698758539823009
NA,"Sky-A5-6",-189.43818,-148.97731,NA,NA,NA,NA,268.5515837,-22.323498038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-189438.18,-148977.31,1,"S",-0.83822203539823,-0.659191637168142
