#OBSTEMP,8
#CONFIGTEMP,19
#EQUINOX,J2000.0
#CENTRE,18 02 47.53,-22 45 41.5 #Field centre
#UTTIME,14 00 00.00 #Target observing time
#UTDATE,2021 07 10 #Target observing date
#PLATEID,a test_plateID
#LABEL,270_m20_comissioning Tile 002
#TILING_DATE,2021 06 15 # Date the tile was created/configured
#PROXIMITY,220 # tiling proximity value in arcseconds
"probe","ID","x","y","rads","angs","azAngs","angs_azAng","RA","DEC","g_mag","r_mag","i_mag","z_mag","y_mag","GAIA_g_mag","GAIA_bp_mag","GAIA_rp_mag","pmRA","pmDEC","Re","GAL_MU_E_R","Mstar","priority","remaining_observations","Tile_number","COMPLETED","MagnetX_noDC","MagnetY_noDC","type","MagnetX","MagnetY","SkyFibrePosition","fibre_type","fraction_plate_radius_X","fraction_plate_radius_Y"
1,"4069856107143037184",46.24299,73.8331,87.1191183366206,1.41777292531228,4.15284254380199,3.54811568868987,270.91232,-22.445204,18.7819004058838,17.2159004211426,16.2301998138428,15.5616998672485,15.1028003692627,16.840223,18.274937,15.654586,-0.322290214814643,-1.84535446125663,1,19,-99,1,1,-999,"False",48428.5714285733,71489.7959183671,1,46242.99,73833.1,NA,"P",0.204615,0.326695132743363
2,"4069452174054514304",-158.31282,-37.48658,162.690481148864,2.45683623178028,0.232505733500352,2.22433049827993,269.9686,-22.918913,18.5751991271973,17.496000289917,16.9472007751465,16.6105003356934,16.4041996002197,17.41981,18.18238,16.479788,-1.2591410958048,-3.15908353952507,1,19,-99,1,0,0,"True",-164852.148571436,-35568.4380816327,1,-158312.82,-37486.58,NA,"P",-0.700499203539823,-0.16586982300885
3,"4069469834961426304",-50.18192,-0.10171,50.1820230741099,1.78939060482312,0.00202682282233724,1.78736378200079,270.46423,-22.761784,15.6645002365112,14.9881000518799,14.7209997177124,14.5771999359131,14.4856996536255,15.021983,15.544167,14.3412695,8.1949518918818,-5.91418240977594,1,19,-99,1,0,0,"True",-52839.7685714349,-57.2840816324671,1,-50181.92,-101.71,NA,"P",-0.22204389380531,-0.000450044247787611
4,"4069869537487437952",-49.94592,97.56279,109.604255926631,1.7239498992398,-1.09764545084631,2.82159535008611,270.46713,-22.344145,19.0298004150391,17.6718006134033,16.9330997467041,16.4594993591309,16.1527004241943,17.500109,18.610617,16.460035,-1.54651306162958,-0.780847804913785,1,19,-99,1,0,0,"True",-52184.3685714324,94329.129918367,1,-49945.92,97562.79,NA,"P",-0.220999646017699,0.431693761061947
5,"4069904863613944576",30.97579,179.0084,181.668673239731,2.76051070816899,4.54104474628282,4.50265126906576,270.83936,-22.004406,19.9185009002686,17.658899307251,16.3125,15.4478998184204,14.8968000411987,16.96652,18.968828,15.629745,-0.622444872098831,-1.12230673183548,1,19,-99,1,0,0,"True",31939.611428568,171110.143918367,1,30975.79,179008.4,NA,"P",0.137061017699115,0.792072566371681
6,"4069532094801062016",-150.95003,50.82156,159.275680873869,-0.946739015627493,-0.324757762434231,5.66120405398632,270.0039,-22.544151,18.8253002166748,17.6116008758545,16.9272994995117,16.6254005432129,16.2486000061035,17.825125,18.57297,16.723043,-2.81941573641434,-4.7934036630235,1,19,-99,1,0,0,"True",-156874.348571435,49127.7739183674,1,-150950.03,50821.56,NA,"P",-0.667920486725664,0.224874159292035
7,"4069944819673381632",-92.07489,191.00864,212.042651188768,0.645187791990347,-1.12161506413826,1.76680285612861,270.2808,-21.958126,15.1532001495361,14.6743001937866,14.4448003768921,14.382399559021,14.3145999908447,14.673674,15.089531,14.093906,0.490522385660484,-0.221929108837691,NA,NA,NA,1,NA,NA,"",-94294.948571432,181569.423918367,0,-92074.89,191008.64,NA,"P",-0.407411017699115,0.845170973451328
8,"4069506943479783040",-180.42233,13.62598,180.936133742239,2.46707331097382,-0.0753795953836498,2.54245290635747,269.87085,-22.701723,14.9872999191284,14.4790000915527,14.2048997879028,14.0738000869751,13.9928998947144,14.435735,14.893436,13.819175,0.615007975151503,-4.70521991978564,NA,NA,NA,1,NA,NA,"",-186943.648571428,13516.501918367,0,-180422.33,13625.98,NA,"P",-0.79832889380531,0.0602919469026549
NA,"Sky-A1-1",-226.46104,82.44066,NA,NA,NA,NA,269.6775957,-22.414823316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-226461.04,82440.66,1,"S",-1.00204,0.364781681415929
NA,"Sky-A1-2",-222.23219,93.24117,NA,NA,NA,NA,269.6969591,-22.369949042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-222232.19,93241.17,1,"S",-0.983328274336283,0.412571548672566
